"country_code","Cases","Deaths","clean_date","day_since_first_case","pop_2019","casepc","deathpc","cfratio","overall","prev_emergence_pathogens","early_detection","rapid_response","robust_health_sector","commitments","risk_environment","gdp_pc","X2019","is_island"
"SMR",223,21,2020-03-27,30,33860,6.58594211458949,0.620200826934436,9.41704035874439,31.1,22.3,33.9,20.8,16.2,25,80.5,NA,NA,FALSE
"SOM",60,2,2020-04-14,30,15442905,0.00388527935644233,0.000129509311881411,3.33333333333333,16.6,15.8,21.5,17.4,0.3,28.5,15.9,NA,NA,FALSE
"SRB",1624,44,2020-04-04,30,6944975,0.233838134766504,0.00633551596658015,2.70935960591133,52.3,48.8,46.2,55.1,56.6,49.7,59.2,7411.836116,6.41,FALSE
"SSD",46,0,2020-05-04,30,11062113,0.00415833756172984,0,0,21.7,22.6,15.9,24.3,13.6,32.6,22.1,NA,NA,FALSE
"STP",174,3,2020-05-05,30,215056,0.809091585447511,0.0139498549215088,1.72413793103448,17.7,8.2,2.7,18.7,7.2,33.5,44.6,1946.643614,NA,TRUE
"SUR",10,1,2020-04-12,30,581363,0.0172009570612509,0.00172009570612509,10,36.5,23.3,36.7,47.3,16.5,44.8,52.7,6359.833614,6.98,FALSE
"SVK",471,1,2020-04-04,30,5454073,0.0863574799970591,0.000183349214431123,0.212314225053079,47.9,53.5,46,34.1,37.9,52.8,71.5,19266.2755,7.17,FALSE
"SVN",934,20,2020-04-03,30,2087946,0.447329576531194,0.00957879178867653,2.14132762312634,67.2,67,73.7,63.3,54.9,72.1,73.7,25946.18219,7.5,FALSE
"SWE",14,0,2020-03-01,30,10285453,0.00136114568799255,0,0,72.1,81.1,86,62.8,49.3,71.3,84.5,51615.02065,9.39,FALSE
"SWZ",14,0,2020-04-12,30,1148130,0.0121937411268759,0,0,31.1,35.7,25.5,29.3,6.5,46.6,48.9,3894.679807,3.14,FALSE
"SYC",11,0,2020-04-12,30,97625,0.112676056338028,0,0,31.9,9.8,33.4,20.7,19.9,47.1,71.1,17448.27029,NA,TRUE
"SYR",39,3,2020-04-20,30,17070135,0.00228469194883345,0.00017574553452565,7.69230769230769,19.9,18.4,2.7,23,24.4,26.1,29.6,NA,1.43,FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TCD",27,0,2020-04-17,30,15946876,0.00169312158694907,0,0,28.8,23.2,36.5,34.5,6.6,46.2,23.7,709.5403101,1.61,FALSE
"TGO",41,3,2020-04-04,30,8082366,0.00507277200760272,0.000371178439580687,7.31707317073171,32.5,23.7,46.8,30.4,10,46.3,37.6,679.2902491,3.3,FALSE
"THA",35,0,2020-02-21,30,69625582,0.000502688796195628,0,0,73.2,75.7,81,78.6,70.5,70.9,56.4,7806.742211,6.32,FALSE
"TJK",3686,47,2020-05-29,30,9321018,0.395450368189397,0.00504236768988108,1.27509495387954,32.3,26.7,24.1,42.9,20.5,42.6,38.2,870.7875893,1.93,FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TLS",22,0,2020-04-20,30,1293119,0.0170131287221052,0,0,26,18.2,25.7,30.2,9.7,33.9,41.5,1560.509822,7.19,TRUE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TTO",113,8,2020-04-12,30,1394973,0.0810051520710437,0.00573487802272876,7.07964601769912,36.6,28.1,14.7,43.2,23.7,55.1,64.4,17397.98176,7.16,TRUE
"TUN",455,14,2020-04-02,30,11694719,0.0389064499967891,0.00119712153836274,3.07692307692308,33.7,31.7,26.3,39.1,24,31,55.7,3317.453593,6.72,FALSE
"TUR",42282,908,2020-04-09,30,83429615,0.50679845520083,0.0108834255078368,2.14748592781798,52.4,56.9,45.6,49,45.7,64.3,56.5,9126.561346,4.09,FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TWN",26,1,2020-02-21,30,NA,NA,NA,3.84615384615385,NA,NA,NA,NA,NA,NA,NA,NA,7.73,TRUE
"TZA",53,3,2020-04-14,30,58005463,0.00091370704169709,5.1719266511156e-05,5.66037735849057,36.4,33.5,42,36.8,8.2,55.4,44.7,1122.12181,5.16,FALSE
"UGA",55,0,2020-04-19,30,44269594,0.00124238772101682,0,0,44.3,42.7,50.3,56.5,11.6,65.4,35.5,794.3410779,5.02,FALSE
"UKR",794,20,2020-04-01,30,44385155,0.0178888639681443,0.000450601107509932,2.51889168765743,38,38.1,36.5,34.8,23,55.1,43.3,3659.031312,5.9,FALSE
"URY",501,7,2020-04-11,30,3461734,0.144725157969965,0.00202210799558834,1.39720558882236,41.3,44,33.5,41.3,24.1,39.3,74.8,16190.12696,8.38,FALSE
"USA",16,0,2020-02-21,30,328239523,4.87448916991023e-05,0,0,83.5,83.1,98.2,79.7,73.8,85.3,78.2,65297.51751,7.96,FALSE
"UZB",998,4,2020-04-13,30,33580650,0.0297194961979592,0.00011911621722629,0.400801603206413,34.3,42.6,19.4,27.8,16,60.5,47.8,1724.841134,2.01,FALSE
"VAT",7,0,2020-04-04,30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"VCT",12,0,2020-04-12,30,110589,0.108509887963541,0,0,33,20,20.6,29.2,19,58,61.7,7457.509504,NA,TRUE
"VEN",181,9,2020-04-12,30,28515829,0.00634735185149273,0.000315614180460964,4.97237569060773,23,23.5,8.7,19.7,12.9,42.2,38.2,NA,2.88,FALSE
"VNM",16,0,2020-02-21,30,96462106,0.000165868242602955,0,0,49.1,49.5,57.4,43,28.3,64.6,53.4,2715.276036,3.08,FALSE
"VUT",1,0,2020-12-09,30,299882,0.00333464496035107,0,0,26.1,24.5,15,24.8,6.6,38,57.4,3115.35862,NA,TRUE
"WSM",2,0,2020-12-17,30,197097,0.0101472878836309,0,0,26.4,20.2,14.1,28.9,9.2,30.7,66.1,4324.014018,NA,TRUE
"YEM",34,7,2020-05-09,30,29161922,0.00116590394830629,0.000240039048180706,20.5882352941176,18.5,15.1,9,19,7.6,40.3,23.5,774.3344898,1.95,FALSE
"ZAF",1505,9,2020-04-03,30,58558270,0.0257008958768761,0.000153693065044442,0.598006644518272,54.8,44.8,81.5,57.7,33,46.3,61.8,6001.400814,7.24,FALSE
"ZMB",48,2,2020-04-16,30,17861030,0.00268741500350204,0.000111975625145918,4.16666666666667,28.7,24.5,21.9,28.6,20.3,38,44.2,1305.063254,5.09,FALSE
"ZWE",25,3,2020-04-18,30,14645468,0.00170701270864134,0.00020484152503696,12,38.2,31.4,65.6,30.1,14.7,45.9,39.2,1463.98591,3.16,FALSE
