"country_code","date","cases"
"DJI","4.12.20",214
"DMA","4.12.20",16
"DOM","4.12.20",2967
"ECU","4.12.20",7466
"EGY","4.12.20",2065
"SLV","4.12.20",125
"GNQ","4.12.20",21
"ERI","4.12.20",34
"EST","4.12.20",1309
"SWZ","4.12.20",14
"ETH","4.12.20",71
"FJI","4.12.20",16
"FIN","4.12.20",2974
"FRA","4.12.20",108791
"GAB","4.12.20",49
"GMB","4.12.20",9
"GEO","4.12.20",257
"DEU","4.12.20",127854
"GHA","4.12.20",566
"GRC","4.12.20",2114
"GRD","4.12.20",14
"GTM","4.12.20",155
"GIN","4.12.20",250
"GNB","4.12.20",38
"GUY","4.12.20",45
"HTI","4.12.20",31
"VAT","4.12.20",8
"HND","4.12.20",393
"HUN","4.12.20",1410
"ISL","4.12.20",1701
"IND","4.12.20",9205
"IDN","4.12.20",4241
"IRN","4.12.20",71686
"IRQ","4.12.20",1352
"IRL","4.12.20",9655
"ISR","4.12.20",11504
"ITA","4.12.20",156363
"JAM","4.12.20",69
"JPN","4.12.20",7473
"JOR","4.12.20",389
"KAZ","4.12.20",951
"KEN","4.12.20",197
"KOR","4.12.20",10512
"KWT","4.12.20",1234
"KGZ","4.12.20",377
"LAO","4.12.20",19
"LVA","4.12.20",651
"LBN","4.12.20",630
"LSO","4.12.20",0
"LBR","4.12.20",50
"LBY","4.12.20",25
"LIE","4.12.20",79
"LTU","4.12.20",1053
"LUX","4.12.20",3281
"MDG","4.12.20",106
"MWI","4.12.20",13
"MYS","4.12.20",4683
"MDV","4.12.20",20
"MLI","4.12.20",105
"MLT","4.12.20",378
"MHL","4.12.20",0
"MRT","4.12.20",7
"MUS","4.12.20",324
"MEX","4.12.20",4661
"FSM","4.12.20",0
"MDA","4.12.20",1662
"MCO","4.12.20",93
"MNG","4.12.20",16
"MNE","4.12.20",272
"MAR","4.12.20",1661
"MOZ","4.12.20",21
"NAM","4.12.20",16
"NPL","4.12.20",12
"NLD","4.12.20",25746
"NZL","4.12.20",1330
"NIC","4.12.20",9
"NER","4.12.20",529
"NGA","4.12.20",323
"MKD","4.12.20",828
"NOR","4.12.20",6525
"OMN","4.12.20",599
"PAK","4.12.20",5496
"PAN","4.12.20",3234
"PNG","4.12.20",2
"PRY","4.12.20",134
"PER","4.12.20",7519
"PHL","4.12.20",4648
"POL","4.12.20",6674
"PRT","4.12.20",16585
"QAT","4.12.20",2979
"ROU","4.12.20",6300
"RUS","4.12.20",15770
"RWA","4.12.20",126
"KNA","4.12.20",12
"LCA","4.12.20",15
"VCT","4.12.20",12
"WSM","4.12.20",0
"SMR","4.12.20",356
"STP","4.12.20",4
"SAU","4.12.20",4462
"SEN","4.12.20",280
"SRB","4.12.20",3630
"SYC","4.12.20",11
"SLE","4.12.20",10
"SGP","4.12.20",2532
"SVK","4.12.20",742
"SVN","4.12.20",1205
"SLB","4.12.20",0
"SOM","4.12.20",25
"ZAF","4.12.20",2173
"SSD","4.12.20",4
"ESP","4.12.20",166831
"LKA","4.12.20",210
"SDN","4.12.20",19
"SUR","4.12.20",10
"SWE","4.12.20",10912
"CHE","4.12.20",25415
"SYR","4.12.20",25
"TWN","4.12.20",388
"TJK","4.12.20",0
"TZA","4.12.20",32
"THA","4.12.20",2551
"TLS","4.12.20",2
"TGO","4.12.20",76
"TTO","4.12.20",113
"TUN","4.12.20",707
"TUR","4.12.20",56956
"UGA","4.12.20",54
"UKR","4.12.20",2777
"ARE","4.12.20",4123
"GBR","4.12.20",93812
"URY","4.12.20",480
"USA","4.12.20",571410
"UZB","4.12.20",865
"VUT","4.12.20",0
"VEN","4.12.20",181
"VNM","4.12.20",262
"YEM","4.12.20",1
"ZMB","4.12.20",43
"ZWE","4.12.20",14
"AFG","4.13.20",666
"ALB","4.13.20",467
"DZA","4.13.20",1983
"AND","4.13.20",646
"AGO","4.13.20",19
"ATG","4.13.20",23
"ARG","4.13.20",2208
"ARM","4.13.20",1039
"AUS","4.13.20",6351
"AUT","4.13.20",14041
"AZE","4.13.20",1148
"BHS","4.13.20",47
"BHR","4.13.20",1361
"BGD","4.13.20",803
"BRB","4.13.20",72
"BLR","4.13.20",2919
"BEL","4.13.20",30589
"BLZ","4.13.20",18
"BEN","4.13.20",35
"BTN","4.13.20",5
"BOL","4.13.20",330
"BIH","4.13.20",1037
"BWA","4.13.20",13
"BRA","4.13.20",23430
"BRN","4.13.20",136
"BGR","4.13.20",685
"BFA","4.13.20",497
"MMR","4.13.20",62
"BDI","4.13.20",5
"CPV","4.13.20",10
"KHM","4.13.20",122
"CMR","4.13.20",820
"CAN","4.13.20",25680
"CAF","4.13.20",11
"TCD","4.13.20",23
"CHL","4.13.20",7964
"CHN","4.13.20",83213
"COL","4.13.20",2852
"COM","4.13.20",0
"COG","4.13.20",60
"COD","4.13.20",235
"CRI","4.13.20",612
"CIV","4.13.20",626
"HRV","4.13.20",1650
"CUB","4.13.20",726
"CYP","4.13.20",662
"CZE","4.13.20",6059
"DNK","4.13.20",6513
"DJI","4.13.20",298
"DMA","4.13.20",16
"DOM","4.13.20",3167
"ECU","4.13.20",7529
"EGY","4.13.20",2190
"SLV","4.13.20",137
"GNQ","4.13.20",21
"ERI","4.13.20",34
"EST","4.13.20",1332
"SWZ","4.13.20",15
"ETH","4.13.20",74
"FJI","4.13.20",16
"FIN","4.13.20",3064
"FRA","4.13.20",111932
"GAB","4.13.20",57
"GMB","4.13.20",9
"GEO","4.13.20",272
"DEU","4.13.20",130072
"GHA","4.13.20",566
"GRC","4.13.20",2145
"GRD","4.13.20",14
"GTM","4.13.20",156
"GIN","4.13.20",319
"GNB","4.13.20",38
"GUY","4.13.20",45
"HTI","4.13.20",31
"VAT","4.13.20",8
"HND","4.13.20",397
"HUN","4.13.20",1458
"ISL","4.13.20",1711
"IND","4.13.20",10453
"IDN","4.13.20",4557
"IRN","4.13.20",73303
"IRQ","4.13.20",1378
"IRL","4.13.20",10647
"ISR","4.13.20",11942
"ITA","4.13.20",159516
"JAM","4.13.20",73
"JPN","4.13.20",7773
"JOR","4.13.20",391
"KAZ","4.13.20",1091
"KEN","4.13.20",208
"KOR","4.13.20",10537
"KWT","4.13.20",1300
"KGZ","4.13.20",419
"LAO","4.13.20",19
"LVA","4.13.20",655
"LBN","4.13.20",632
"LSO","4.13.20",0
"LBR","4.13.20",59
"LBY","4.13.20",26
"LIE","4.13.20",79
"LTU","4.13.20",1062
"LUX","4.13.20",3292
"MDG","4.13.20",106
"MWI","4.13.20",16
"MYS","4.13.20",4817
"MDV","4.13.20",20
"MLI","4.13.20",123
"MLT","4.13.20",384
"MHL","4.13.20",0
"MRT","4.13.20",7
"MUS","4.13.20",324
"MEX","4.13.20",5014
"FSM","4.13.20",0
"MDA","4.13.20",1712
"MCO","4.13.20",93
"MNG","4.13.20",17
"MNE","4.13.20",274
"MAR","4.13.20",1763
"MOZ","4.13.20",21
"NAM","4.13.20",16
"NPL","4.13.20",14
"NLD","4.13.20",26710
"NZL","4.13.20",1349
"NIC","4.13.20",9
"NER","4.13.20",529
"NGA","4.13.20",343
"MKD","4.13.20",854
"NOR","4.13.20",6603
"OMN","4.13.20",727
"PAK","4.13.20",5837
"PAN","4.13.20",3400
"PNG","4.13.20",2
"PRY","4.13.20",147
"PER","4.13.20",9784
"PHL","4.13.20",4932
"POL","4.13.20",6934
"PRT","4.13.20",16934
"QAT","4.13.20",3231
"ROU","4.13.20",6633
"RUS","4.13.20",18328
"RWA","4.13.20",127
"KNA","4.13.20",12
"LCA","4.13.20",15
"VCT","4.13.20",12
"WSM","4.13.20",0
"SMR","4.13.20",356
"STP","4.13.20",4
"SAU","4.13.20",4934
"SEN","4.13.20",291
"SRB","4.13.20",4054
"SYC","4.13.20",11
"SLE","4.13.20",10
"SGP","4.13.20",2918
"SVK","4.13.20",769
"SVN","4.13.20",1212
"SLB","4.13.20",0
"SOM","4.13.20",60
"ZAF","4.13.20",2272
"SSD","4.13.20",4
"ESP","4.13.20",170099
"LKA","4.13.20",217
"SDN","4.13.20",29
"SUR","4.13.20",10
"SWE","4.13.20",11349
"CHE","4.13.20",25688
"SYR","4.13.20",25
"TWN","4.13.20",393
"TJK","4.13.20",0
"TZA","4.13.20",49
"THA","4.13.20",2579
"TLS","4.13.20",4
"TGO","4.13.20",77
"TTO","4.13.20",113
"TUN","4.13.20",726
"TUR","4.13.20",61049
"UGA","4.13.20",54
"UKR","4.13.20",3102
"ARE","4.13.20",4521
"GBR","4.13.20",98017
"URY","4.13.20",483
"USA","4.13.20",598325
"UZB","4.13.20",998
"VUT","4.13.20",0
"VEN","4.13.20",189
"VNM","4.13.20",265
"YEM","4.13.20",1
"ZMB","4.13.20",45
"ZWE","4.13.20",17
"AFG","4.14.20",715
"ALB","4.14.20",475
"DZA","4.14.20",2070
"AND","4.14.20",659
"AGO","4.14.20",19
"ATG","4.14.20",23
"ARG","4.14.20",2277
"ARM","4.14.20",1067
"AUS","4.14.20",6415
"AUT","4.14.20",14226
"AZE","4.14.20",1197
"BHS","4.14.20",49
"BHR","4.14.20",1528
"BGD","4.14.20",1012
"BRB","4.14.20",72
"BLR","4.14.20",3281
"BEL","4.14.20",31119
"BLZ","4.14.20",18
"BEN","4.14.20",35
"BTN","4.14.20",5
"BOL","4.14.20",354
"BIH","4.14.20",1083
"BWA","4.14.20",13
"BRA","4.14.20",25262
"BRN","4.14.20",136
"BGR","4.14.20",713
"BFA","4.14.20",528
"MMR","4.14.20",63
"BDI","4.14.20",5
"CPV","4.14.20",11
"KHM","4.14.20",122
"CMR","4.14.20",848
"CAN","4.14.20",27035
"CAF","4.14.20",11
"TCD","4.14.20",23
"CHL","4.14.20",8356
"CHN","4.14.20",83306
"COL","4.14.20",2979
"COM","4.14.20",0
"COG","4.14.20",60
"COD","4.14.20",241
"CRI","4.14.20",618
"CIV","4.14.20",638
"HRV","4.14.20",1704
"CUB","4.14.20",766
"CYP","4.14.20",695
"CZE","4.14.20",6111
"DNK","4.14.20",6706
"DJI","4.14.20",363
"DMA","4.14.20",16
"DOM","4.14.20",3286
"ECU","4.14.20",7603
"EGY","4.14.20",2350
"SLV","4.14.20",149
"GNQ","4.14.20",41
"ERI","4.14.20",34
"EST","4.14.20",1373
"SWZ","4.14.20",15
"ETH","4.14.20",82
"FJI","4.14.20",16
"FIN","4.14.20",3161
"FRA","4.14.20",129380
"GAB","4.14.20",57
"GMB","4.14.20",9
"GEO","4.14.20",300
"DEU","4.14.20",131359
"GHA","4.14.20",636
"GRC","4.14.20",2170
"GRD","4.14.20",14
"GTM","4.14.20",167
"GIN","4.14.20",363
"GNB","4.14.20",38
"GUY","4.14.20",47
"HTI","4.14.20",40
"VAT","4.14.20",8
"HND","4.14.20",407
"HUN","4.14.20",1512
"ISL","4.14.20",1720
"IND","4.14.20",11487
"IDN","4.14.20",4839
"IRN","4.14.20",74877
"IRQ","4.14.20",1400
"IRL","4.14.20",11479
"ISR","4.14.20",12341
"ITA","4.14.20",162488
"JAM","4.14.20",73
"JPN","4.14.20",8277
"JOR","4.14.20",397
"KAZ","4.14.20",1232
"KEN","4.14.20",216
"KOR","4.14.20",10564
"KWT","4.14.20",1355
"KGZ","4.14.20",430
"LAO","4.14.20",19
"LVA","4.14.20",657
"LBN","4.14.20",641
"LSO","4.14.20",0
"LBR","4.14.20",59
"LBY","4.14.20",35
"LIE","4.14.20",79
"LTU","4.14.20",1070
"LUX","4.14.20",3307
"MDG","4.14.20",108
"MWI","4.14.20",16
"MYS","4.14.20",4987
"MDV","4.14.20",20
"MLI","4.14.20",144
"MLT","4.14.20",393
"MHL","4.14.20",0
"MRT","4.14.20",7
"MUS","4.14.20",324
"MEX","4.14.20",5399
"FSM","4.14.20",0
"MDA","4.14.20",1934
"MCO","4.14.20",93
"MNG","4.14.20",30
"MNE","4.14.20",283
"MAR","4.14.20",1888
"MOZ","4.14.20",28
"NAM","4.14.20",16
"NPL","4.14.20",16
"NLD","4.14.20",27580
"NZL","4.14.20",1366
"NIC","4.14.20",9
"NER","4.14.20",570
"NGA","4.14.20",373
"MKD","4.14.20",908
"NOR","4.14.20",6623
"OMN","4.14.20",813
"PAK","4.14.20",6383
"PAN","4.14.20",3472
"PNG","4.14.20",2
"PRY","4.14.20",159
"PER","4.14.20",10303
"PHL","4.14.20",5223
"POL","4.14.20",7202
"PRT","4.14.20",17448
"QAT","4.14.20",3428
"ROU","4.14.20",6879
"RUS","4.14.20",21102
"RWA","4.14.20",134
"KNA","4.14.20",14
"LCA","4.14.20",15
"VCT","4.14.20",12
"WSM","4.14.20",0
"SMR","4.14.20",371
"STP","4.14.20",4
"SAU","4.14.20",5369
"SEN","4.14.20",299
"SRB","4.14.20",4465
"SYC","4.14.20",11
"SLE","4.14.20",11
"SGP","4.14.20",3252
"SVK","4.14.20",835
"SVN","4.14.20",1220
"SLB","4.14.20",0
"SOM","4.14.20",60
"ZAF","4.14.20",2415
"SSD","4.14.20",4
"ESP","4.14.20",172541
"LKA","4.14.20",233
"SDN","4.14.20",32
"SUR","4.14.20",10
"SWE","4.14.20",11828
"CHE","4.14.20",25936
"SYR","4.14.20",29
"TWN","4.14.20",393
"TJK","4.14.20",0
"TZA","4.14.20",53
"THA","4.14.20",2613
"TLS","4.14.20",6
"TGO","4.14.20",77
"TTO","4.14.20",113
"TUN","4.14.20",747
"TUR","4.14.20",65111
"UGA","4.14.20",55
"UKR","4.14.20",3372
"ARE","4.14.20",4933
"GBR","4.14.20",102365
"URY","4.14.20",492
"USA","4.14.20",627099
"UZB","4.14.20",1165
"VUT","4.14.20",0
"VEN","4.14.20",189
"VNM","4.14.20",266
"YEM","4.14.20",1
"ZMB","4.14.20",45
"ZWE","4.14.20",17
"AFG","4.15.20",785
"ALB","4.15.20",494
"DZA","4.15.20",2160
"AND","4.15.20",673
"AGO","4.15.20",19
"ATG","4.15.20",23
"ARG","4.15.20",2443
"ARM","4.15.20",1111
"AUS","4.15.20",6440
"AUT","4.15.20",14336
"AZE","4.15.20",1253
"BHS","4.15.20",49
"BHR","4.15.20",1671
"BGD","4.15.20",1231
"BRB","4.15.20",73
"BLR","4.15.20",3728
"BEL","4.15.20",33573
"BLZ","4.15.20",18
"BEN","4.15.20",35
"BTN","4.15.20",5
"BOL","4.15.20",397
"BIH","4.15.20",1110
"BWA","4.15.20",13
"BRA","4.15.20",28320
"BRN","4.15.20",136
"BGR","4.15.20",747
"BFA","4.15.20",542
"MMR","4.15.20",74
"BDI","4.15.20",5
"CPV","4.15.20",56
"KHM","4.15.20",122
"CMR","4.15.20",848
"CAN","4.15.20",28209
"CAF","4.15.20",12
"TCD","4.15.20",23
"CHL","4.15.20",8712
"CHN","4.15.20",83356
"COL","4.15.20",3105
"COM","4.15.20",0
"COG","4.15.20",117
"COD","4.15.20",254
"CRI","4.15.20",626
"CIV","4.15.20",638
"HRV","4.15.20",1741
"CUB","4.15.20",814
"CYP","4.15.20",715
"CZE","4.15.20",6216
"DNK","4.15.20",6876
"DJI","4.15.20",435
"DMA","4.15.20",16
"DOM","4.15.20",3614
"ECU","4.15.20",7858
"EGY","4.15.20",2505
"SLV","4.15.20",159
"GNQ","4.15.20",51
"ERI","4.15.20",35
"EST","4.15.20",1400
"SWZ","4.15.20",15
"ETH","4.15.20",85
"FJI","4.15.20",16
"FIN","4.15.20",3237
"FRA","4.15.20",132588
"GAB","4.15.20",80
"GMB","4.15.20",9
"GEO","4.15.20",306
"DEU","4.15.20",134753
"GHA","4.15.20",636
"GRC","4.15.20",2192
"GRD","4.15.20",14
"GTM","4.15.20",180
"GIN","4.15.20",404
"GNB","4.15.20",43
"GUY","4.15.20",55
"HTI","4.15.20",40
"VAT","4.15.20",8
"HND","4.15.20",419
"HUN","4.15.20",1579
"ISL","4.15.20",1727
"IND","4.15.20",12322
"IDN","4.15.20",5136
"IRN","4.15.20",76389
"IRQ","4.15.20",1415
"IRL","4.15.20",12547
"ISR","4.15.20",12652
"ITA","4.15.20",165155
"JAM","4.15.20",125
"JPN","4.15.20",8835
"JOR","4.15.20",401
"KAZ","4.15.20",1295
"KEN","4.15.20",225
"KOR","4.15.20",10591
"KWT","4.15.20",1405
"KGZ","4.15.20",449
"LAO","4.15.20",19
"LVA","4.15.20",666
"LBN","4.15.20",658
"LSO","4.15.20",0
"LBR","4.15.20",59
"LBY","4.15.20",48
"LIE","4.15.20",79
"LTU","4.15.20",1091
"LUX","4.15.20",3373
"MDG","4.15.20",110
"MWI","4.15.20",16
"MYS","4.15.20",5072
"MDV","4.15.20",22
"MLI","4.15.20",148
"MLT","4.15.20",399
"MHL","4.15.20",0
"MRT","4.15.20",7
"MUS","4.15.20",324
"MEX","4.15.20",5847
"FSM","4.15.20",0
"MDA","4.15.20",2049
"MCO","4.15.20",93
"MNG","4.15.20",30
"MNE","4.15.20",288
"MAR","4.15.20",2024
"MOZ","4.15.20",29
"NAM","4.15.20",16
"NPL","4.15.20",16
"NLD","4.15.20",28316
"NZL","4.15.20",1386
"NIC","4.15.20",9
"NER","4.15.20",584
"NGA","4.15.20",407
"MKD","4.15.20",974
"NOR","4.15.20",6740
"OMN","4.15.20",910
"PAK","4.15.20",6919
"PAN","4.15.20",3574
"PNG","4.15.20",2
"PRY","4.15.20",161
"PER","4.15.20",11475
"PHL","4.15.20",5453
"POL","4.15.20",7582
"PRT","4.15.20",18091
"QAT","4.15.20",3711
"ROU","4.15.20",7216
"RUS","4.15.20",24490
"RWA","4.15.20",136
"KNA","4.15.20",14
"LCA","4.15.20",15
"VCT","4.15.20",12
"WSM","4.15.20",0
"SMR","4.15.20",372
"STP","4.15.20",4
"SAU","4.15.20",5862
"SEN","4.15.20",314
"SRB","4.15.20",4873
"SYC","4.15.20",11
"SLE","4.15.20",13
"SGP","4.15.20",3699
"SVK","4.15.20",863
"SVN","4.15.20",1248
"SLB","4.15.20",0
"SOM","4.15.20",80
"ZAF","4.15.20",2506
"SSD","4.15.20",4
"ESP","4.15.20",177644
"LKA","4.15.20",238
"SDN","4.15.20",32
"SUR","4.15.20",10
"SWE","4.15.20",12432
"CHE","4.15.20",26336
"SYR","4.15.20",33
"TWN","4.15.20",395
"TJK","4.15.20",0
"TZA","4.15.20",88
"THA","4.15.20",2643
"TLS","4.15.20",8
"TGO","4.15.20",81
"TTO","4.15.20",114
"TUN","4.15.20",780
"TUR","4.15.20",69392
"UGA","4.15.20",55
"UKR","4.15.20",3764
"ARE","4.15.20",5365
"GBR","4.15.20",107465
"URY","4.15.20",493
"USA","4.15.20",652526
"UZB","4.15.20",1302
"VUT","4.15.20",0
"VEN","4.15.20",197
"VNM","4.15.20",267
"YEM","4.15.20",1
"ZMB","4.15.20",48
"ZWE","4.15.20",23
"AFG","4.16.20",841
"ALB","4.16.20",518
"DZA","4.16.20",2268
"AND","4.16.20",673
"AGO","4.16.20",19
"ATG","4.16.20",23
"ARG","4.16.20",2571
"ARM","4.16.20",1159
"AUS","4.16.20",6462
"AUT","4.16.20",14476
"AZE","4.16.20",1283
"BHS","4.16.20",53
"BHR","4.16.20",1700
"BGD","4.16.20",1572
"BRB","4.16.20",75
"BLR","4.16.20",4204
"BEL","4.16.20",34809
"BLZ","4.16.20",18
"BEN","4.16.20",35
"BTN","4.16.20",5
"BOL","4.16.20",441
"BIH","4.16.20",1167
"BWA","4.16.20",15
"BRA","4.16.20",30425
"BRN","4.16.20",136
"BGR","4.16.20",800
"BFA","4.16.20",546
"MMR","4.16.20",85
"BDI","4.16.20",5
"CPV","4.16.20",56
"KHM","4.16.20",122
"CMR","4.16.20",996
"CAN","4.16.20",30809
"CAF","4.16.20",12
"TCD","4.16.20",27
"CHL","4.16.20",9246
"CHN","4.16.20",83403
"COL","4.16.20",3233
"COM","4.16.20",0
"COG","4.16.20",117
"COD","4.16.20",267
"CRI","4.16.20",642
"CIV","4.16.20",654
"HRV","4.16.20",1791
"CUB","4.16.20",862
"CYP","4.16.20",735
"CZE","4.16.20",6433
"DNK","4.16.20",7074
"DJI","4.16.20",591
"DMA","4.16.20",16
"DOM","4.16.20",3755
"ECU","4.16.20",8225
"EGY","4.16.20",2673
"SLV","4.16.20",164
"GNQ","4.16.20",51
"ERI","4.16.20",35
"EST","4.16.20",1434
"SWZ","4.16.20",16
"ETH","4.16.20",92
"FJI","4.16.20",17
"FIN","4.16.20",3369
"FRA","4.16.20",145166
"GAB","4.16.20",80
"GMB","4.16.20",9
"GEO","4.16.20",348
"DEU","4.16.20",137698
"GHA","4.16.20",641
"GRC","4.16.20",2207
"GRD","4.16.20",14
"GTM","4.16.20",196
"GIN","4.16.20",438
"GNB","4.16.20",43
"GUY","4.16.20",55
"HTI","4.16.20",41
"VAT","4.16.20",8
"HND","4.16.20",426
"HUN","4.16.20",1652
"ISL","4.16.20",1739
"IND","4.16.20",13430
"IDN","4.16.20",5516
"IRN","4.16.20",77995
"IRQ","4.16.20",1434
"IRL","4.16.20",13271
"ISR","4.16.20",12948
"ITA","4.16.20",168941
"JAM","4.16.20",143
"JPN","4.16.20",9398
"JOR","4.16.20",402
"KAZ","4.16.20",1402
"KEN","4.16.20",234
"KOR","4.16.20",10613
"KWT","4.16.20",1524
"KGZ","4.16.20",466
"LAO","4.16.20",19
"LVA","4.16.20",675
"LBN","4.16.20",663
"LSO","4.16.20",0
"LBR","4.16.20",59
"LBY","4.16.20",49
"LIE","4.16.20",79
"LTU","4.16.20",1128
"LUX","4.16.20",3444
"MDG","4.16.20",111
"MWI","4.16.20",16
"MYS","4.16.20",5182
"MDV","4.16.20",25
"MLI","4.16.20",171
"MLT","4.16.20",412
"MHL","4.16.20",0
"MRT","4.16.20",7
"MUS","4.16.20",324
"MEX","4.16.20",6297
"FSM","4.16.20",0
"MDA","4.16.20",2154
"MCO","4.16.20",93
"MNG","4.16.20",31
"MNE","4.16.20",303
"MAR","4.16.20",2283
"MOZ","4.16.20",31
"NAM","4.16.20",16
"NPL","4.16.20",16
"NLD","4.16.20",29383
"NZL","4.16.20",1401
"NIC","4.16.20",9
"NER","4.16.20",584
"NGA","4.16.20",442
"MKD","4.16.20",1081
"NOR","4.16.20",6896
"OMN","4.16.20",1019
"PAK","4.16.20",7025
"PAN","4.16.20",3751
"PNG","4.16.20",7
"PRY","4.16.20",174
"PER","4.16.20",12491
"PHL","4.16.20",5660
"POL","4.16.20",7918
"PRT","4.16.20",18841
"QAT","4.16.20",4103
"ROU","4.16.20",7707
"RUS","4.16.20",27938
"RWA","4.16.20",138
"KNA","4.16.20",14
"LCA","4.16.20",15
"VCT","4.16.20",12
"WSM","4.16.20",0
"SMR","4.16.20",426
"STP","4.16.20",4
"SAU","4.16.20",6380
"SEN","4.16.20",335
"SRB","4.16.20",5318
"SYC","4.16.20",11
"SLE","4.16.20",15
"SGP","4.16.20",4427
"SVK","4.16.20",977
"SVN","4.16.20",1268
"SLB","4.16.20",0
"SOM","4.16.20",80
"ZAF","4.16.20",2605
"SSD","4.16.20",4
"ESP","4.16.20",184948
"LKA","4.16.20",238
"SDN","4.16.20",32
"SUR","4.16.20",10
"SWE","4.16.20",13055
"CHE","4.16.20",26732
"SYR","4.16.20",33
"TWN","4.16.20",395
"TJK","4.16.20",0
"TZA","4.16.20",94
"THA","4.16.20",2672
"TLS","4.16.20",18
"TGO","4.16.20",81
"TTO","4.16.20",114
"TUN","4.16.20",822
"TUR","4.16.20",74193
"UGA","4.16.20",55
"UKR","4.16.20",4161
"ARE","4.16.20",5825
"GBR","4.16.20",112808
"URY","4.16.20",502
"USA","4.16.20",682558
"UZB","4.16.20",1349
"VUT","4.16.20",0
"VEN","4.16.20",204
"VNM","4.16.20",268
"YEM","4.16.20",1
"ZMB","4.16.20",48
"ZWE","4.16.20",23
"AFG","4.17.20",907
"ALB","4.17.20",539
"DZA","4.17.20",2418
"AND","4.17.20",696
"AGO","4.17.20",19
"ATG","4.17.20",23
"ARG","4.17.20",2669
"ARM","4.17.20",1201
"AUS","4.17.20",6522
"AUT","4.17.20",14595
"AZE","4.17.20",1340
"BHS","4.17.20",54
"BHR","4.17.20",1740
"BGD","4.17.20",1838
"BRB","4.17.20",75
"BLR","4.17.20",4779
"BEL","4.17.20",36138
"BLZ","4.17.20",18
"BEN","4.17.20",35
"BTN","4.17.20",5
"BOL","4.17.20",465
"BIH","4.17.20",1214
"BWA","4.17.20",15
"BRA","4.17.20",33682
"BRN","4.17.20",136
"BGR","4.17.20",846
"BFA","4.17.20",557
"MMR","4.17.20",88
"BDI","4.17.20",5
"CPV","4.17.20",56
"KHM","4.17.20",122
"CMR","4.17.20",996
"CAN","4.17.20",32814
"CAF","4.17.20",12
"TCD","4.17.20",27
"CHL","4.17.20",9691
"CHN","4.17.20",83760
"COL","4.17.20",3439
"COM","4.17.20",0
"COG","4.17.20",143
"COD","4.17.20",287
"CRI","4.17.20",649
"CIV","4.17.20",688
"HRV","4.17.20",1814
"CUB","4.17.20",923
"CYP","4.17.20",750
"CZE","4.17.20",6549
"DNK","4.17.20",7268
"DJI","4.17.20",732
"DMA","4.17.20",16
"DOM","4.17.20",4126
"ECU","4.17.20",8450
"EGY","4.17.20",2844
"SLV","4.17.20",177
"GNQ","4.17.20",79
"ERI","4.17.20",35
"EST","4.17.20",1459
"SWZ","4.17.20",16
"ETH","4.17.20",96
"FJI","4.17.20",17
"FIN","4.17.20",3489
"FRA","4.17.20",147057
"GAB","4.17.20",108
"GMB","4.17.20",9
"GEO","4.17.20",370
"DEU","4.17.20",141397
"GHA","4.17.20",641
"GRC","4.17.20",2224
"GRD","4.17.20",14
"GTM","4.17.20",214
"GIN","4.17.20",477
"GNB","4.17.20",43
"GUY","4.17.20",63
"HTI","4.17.20",41
"VAT","4.17.20",8
"HND","4.17.20",442
"HUN","4.17.20",1763
"ISL","4.17.20",1754
"IND","4.17.20",14352
"IDN","4.17.20",5923
"IRN","4.17.20",79494
"IRQ","4.17.20",1482
"IRL","4.17.20",13980
"ISR","4.17.20",13246
"ITA","4.17.20",172434
"JAM","4.17.20",143
"JPN","4.17.20",9958
"JOR","4.17.20",407
"KAZ","4.17.20",1546
"KEN","4.17.20",246
"KOR","4.17.20",10635
"KWT","4.17.20",1658
"KGZ","4.17.20",489
"LAO","4.17.20",19
"LVA","4.17.20",682
"LBN","4.17.20",668
"LSO","4.17.20",0
"LBR","4.17.20",76
"LBY","4.17.20",49
"LIE","4.17.20",79
"LTU","4.17.20",1149
"LUX","4.17.20",3480
"MDG","4.17.20",117
"MWI","4.17.20",17
"MYS","4.17.20",5251
"MDV","4.17.20",28
"MLI","4.17.20",171
"MLT","4.17.20",422
"MHL","4.17.20",0
"MRT","4.17.20",7
"MUS","4.17.20",324
"MEX","4.17.20",6875
"FSM","4.17.20",0
"MDA","4.17.20",2264
"MCO","4.17.20",94
"MNG","4.17.20",31
"MNE","4.17.20",303
"MAR","4.17.20",2564
"MOZ","4.17.20",34
"NAM","4.17.20",16
"NPL","4.17.20",30
"NLD","4.17.20",30619
"NZL","4.17.20",1409
"NIC","4.17.20",9
"NER","4.17.20",627
"NGA","4.17.20",493
"MKD","4.17.20",1117
"NOR","4.17.20",6937
"OMN","4.17.20",1069
"PAK","4.17.20",7638
"PAN","4.17.20",4016
"PNG","4.17.20",7
"PRY","4.17.20",199
"PER","4.17.20",13489
"PHL","4.17.20",5878
"POL","4.17.20",8379
"PRT","4.17.20",19022
"QAT","4.17.20",4663
"ROU","4.17.20",8067
"RUS","4.17.20",32008
"RWA","4.17.20",143
"KNA","4.17.20",14
"LCA","4.17.20",15
"VCT","4.17.20",12
"WSM","4.17.20",0
"SMR","4.17.20",435
"STP","4.17.20",4
"SAU","4.17.20",7142
"SEN","4.17.20",342
"SRB","4.17.20",5690
"SYC","4.17.20",11
"SLE","4.17.20",26
"SGP","4.17.20",5050
"SVK","4.17.20",1049
