"country_code","date","deaths"
"BRN","2.21.20",0
"BGR","2.21.20",0
"BFA","2.21.20",0
"MMR","2.21.20",0
"BDI","2.21.20",0
"CPV","2.21.20",0
"KHM","2.21.20",0
"CMR","2.21.20",0
"CAN","2.21.20",0
"CAF","2.21.20",0
"TCD","2.21.20",0
"CHL","2.21.20",0
"CHN","2.21.20",2238
"COL","2.21.20",0
"COM","2.21.20",0
"COG","2.21.20",0
"COD","2.21.20",0
"CRI","2.21.20",0
"CIV","2.21.20",0
"HRV","2.21.20",0
"CUB","2.21.20",0
"CYP","2.21.20",0
"CZE","2.21.20",0
"DNK","2.21.20",0
"DJI","2.21.20",0
"DMA","2.21.20",0
"DOM","2.21.20",0
"ECU","2.21.20",0
"EGY","2.21.20",0
"SLV","2.21.20",0
"GNQ","2.21.20",0
"ERI","2.21.20",0
"EST","2.21.20",0
"SWZ","2.21.20",0
"ETH","2.21.20",0
"FJI","2.21.20",0
"FIN","2.21.20",0
"FRA","2.21.20",1
"GAB","2.21.20",0
"GMB","2.21.20",0
"GEO","2.21.20",0
"DEU","2.21.20",0
"GHA","2.21.20",0
"GRC","2.21.20",0
"GRD","2.21.20",0
"GTM","2.21.20",0
"GIN","2.21.20",0
"GNB","2.21.20",0
"GUY","2.21.20",0
"HTI","2.21.20",0
"VAT","2.21.20",0
"HND","2.21.20",0
"HUN","2.21.20",0
"ISL","2.21.20",0
"IND","2.21.20",0
"IDN","2.21.20",0
"IRN","2.21.20",4
"IRQ","2.21.20",0
"IRL","2.21.20",0
"ISR","2.21.20",0
"ITA","2.21.20",1
"JAM","2.21.20",0
"JPN","2.21.20",2
"JOR","2.21.20",0
"KAZ","2.21.20",0
"KEN","2.21.20",0
"KOR","2.21.20",2
"KWT","2.21.20",0
"KGZ","2.21.20",0
"LAO","2.21.20",0
"LVA","2.21.20",0
"LBN","2.21.20",0
"LSO","2.21.20",0
"LBR","2.21.20",0
"LBY","2.21.20",0
"LIE","2.21.20",0
"LTU","2.21.20",0
"LUX","2.21.20",0
"MDG","2.21.20",0
"MWI","2.21.20",0
"MYS","2.21.20",0
"MDV","2.21.20",0
"MLI","2.21.20",0
"MLT","2.21.20",0
"MHL","2.21.20",0
"MRT","2.21.20",0
"MUS","2.21.20",0
"MEX","2.21.20",0
"FSM","2.21.20",0
"MDA","2.21.20",0
"MCO","2.21.20",0
"MNG","2.21.20",0
"MNE","2.21.20",0
"MAR","2.21.20",0
"MOZ","2.21.20",0
"NAM","2.21.20",0
"NPL","2.21.20",0
"NLD","2.21.20",0
"NZL","2.21.20",0
"NIC","2.21.20",0
"NER","2.21.20",0
"NGA","2.21.20",0
"MKD","2.21.20",0
"NOR","2.21.20",0
"OMN","2.21.20",0
"PAK","2.21.20",0
"PAN","2.21.20",0
"PNG","2.21.20",0
"PRY","2.21.20",0
"PER","2.21.20",0
"PHL","2.21.20",1
"POL","2.21.20",0
"PRT","2.21.20",0
"QAT","2.21.20",0
"ROU","2.21.20",0
"RUS","2.21.20",0
"RWA","2.21.20",0
"KNA","2.21.20",0
"LCA","2.21.20",0
"VCT","2.21.20",0
"WSM","2.21.20",0
"SMR","2.21.20",0
"STP","2.21.20",0
"SAU","2.21.20",0
"SEN","2.21.20",0
"SRB","2.21.20",0
"SYC","2.21.20",0
"SLE","2.21.20",0
"SGP","2.21.20",0
"SVK","2.21.20",0
"SVN","2.21.20",0
"SLB","2.21.20",0
"SOM","2.21.20",0
"ZAF","2.21.20",0
"SSD","2.21.20",0
"ESP","2.21.20",0
"LKA","2.21.20",0
"SDN","2.21.20",0
"SUR","2.21.20",0
"SWE","2.21.20",0
"CHE","2.21.20",0
"SYR","2.21.20",0
"TWN","2.21.20",1
"TJK","2.21.20",0
"TZA","2.21.20",0
"THA","2.21.20",0
"TLS","2.21.20",0
"TGO","2.21.20",0
"TTO","2.21.20",0
"TUN","2.21.20",0
"TUR","2.21.20",0
"UGA","2.21.20",0
"UKR","2.21.20",0
"ARE","2.21.20",0
"GBR","2.21.20",0
"URY","2.21.20",0
"USA","2.21.20",0
"UZB","2.21.20",0
"VUT","2.21.20",0
"VEN","2.21.20",0
"VNM","2.21.20",0
"YEM","2.21.20",0
"ZMB","2.21.20",0
"ZWE","2.21.20",0
"AFG","2.22.20",0
"ALB","2.22.20",0
"DZA","2.22.20",0
"AND","2.22.20",0
"AGO","2.22.20",0
"ATG","2.22.20",0
"ARG","2.22.20",0
"ARM","2.22.20",0
"AUS","2.22.20",0
"AUT","2.22.20",0
"AZE","2.22.20",0
"BHS","2.22.20",0
"BHR","2.22.20",0
"BGD","2.22.20",0
"BRB","2.22.20",0
"BLR","2.22.20",0
"BEL","2.22.20",0
"BLZ","2.22.20",0
"BEN","2.22.20",0
"BTN","2.22.20",0
"BOL","2.22.20",0
"BIH","2.22.20",0
"BWA","2.22.20",0
"BRA","2.22.20",0
"BRN","2.22.20",0
"BGR","2.22.20",0
"BFA","2.22.20",0
"MMR","2.22.20",0
"BDI","2.22.20",0
"CPV","2.22.20",0
"KHM","2.22.20",0
"CMR","2.22.20",0
"CAN","2.22.20",0
"CAF","2.22.20",0
"TCD","2.22.20",0
"CHL","2.22.20",0
"CHN","2.22.20",2443
"COL","2.22.20",0
"COM","2.22.20",0
"COG","2.22.20",0
"COD","2.22.20",0
"CRI","2.22.20",0
"CIV","2.22.20",0
"HRV","2.22.20",0
"CUB","2.22.20",0
"CYP","2.22.20",0
"CZE","2.22.20",0
"DNK","2.22.20",0
"DJI","2.22.20",0
"DMA","2.22.20",0
"DOM","2.22.20",0
"ECU","2.22.20",0
"EGY","2.22.20",0
"SLV","2.22.20",0
"GNQ","2.22.20",0
"ERI","2.22.20",0
"EST","2.22.20",0
"SWZ","2.22.20",0
"ETH","2.22.20",0
"FJI","2.22.20",0
"FIN","2.22.20",0
"FRA","2.22.20",1
"GAB","2.22.20",0
"GMB","2.22.20",0
"GEO","2.22.20",0
"DEU","2.22.20",0
"GHA","2.22.20",0
"GRC","2.22.20",0
"GRD","2.22.20",0
"GTM","2.22.20",0
"GIN","2.22.20",0
"GNB","2.22.20",0
"GUY","2.22.20",0
"HTI","2.22.20",0
"VAT","2.22.20",0
"HND","2.22.20",0
"HUN","2.22.20",0
"ISL","2.22.20",0
"IND","2.22.20",0
"IDN","2.22.20",0
"IRN","2.22.20",5
"IRQ","2.22.20",0
"IRL","2.22.20",0
"ISR","2.22.20",0
"ITA","2.22.20",2
"JAM","2.22.20",0
"JPN","2.22.20",2
"JOR","2.22.20",0
"KAZ","2.22.20",0
"KEN","2.22.20",0
"KOR","2.22.20",2
"KWT","2.22.20",0
"KGZ","2.22.20",0
"LAO","2.22.20",0
"LVA","2.22.20",0
"LBN","2.22.20",0
"LSO","2.22.20",0
"LBR","2.22.20",0
"LBY","2.22.20",0
"LIE","2.22.20",0
"LTU","2.22.20",0
"LUX","2.22.20",0
"MDG","2.22.20",0
"MWI","2.22.20",0
"MYS","2.22.20",0
"MDV","2.22.20",0
"MLI","2.22.20",0
"MLT","2.22.20",0
"MHL","2.22.20",0
"MRT","2.22.20",0
"MUS","2.22.20",0
"MEX","2.22.20",0
"FSM","2.22.20",0
"MDA","2.22.20",0
"MCO","2.22.20",0
"MNG","2.22.20",0
"MNE","2.22.20",0
"MAR","2.22.20",0
"MOZ","2.22.20",0
"NAM","2.22.20",0
"NPL","2.22.20",0
"NLD","2.22.20",0
"NZL","2.22.20",0
"NIC","2.22.20",0
"NER","2.22.20",0
"NGA","2.22.20",0
"MKD","2.22.20",0
"NOR","2.22.20",0
"OMN","2.22.20",0
"PAK","2.22.20",0
"PAN","2.22.20",0
"PNG","2.22.20",0
"PRY","2.22.20",0
"PER","2.22.20",0
"PHL","2.22.20",1
"POL","2.22.20",0
"PRT","2.22.20",0
"QAT","2.22.20",0
"ROU","2.22.20",0
"RUS","2.22.20",0
"RWA","2.22.20",0
"KNA","2.22.20",0
"LCA","2.22.20",0
"VCT","2.22.20",0
"WSM","2.22.20",0
"SMR","2.22.20",0
"STP","2.22.20",0
"SAU","2.22.20",0
"SEN","2.22.20",0
"SRB","2.22.20",0
"SYC","2.22.20",0
"SLE","2.22.20",0
"SGP","2.22.20",0
"SVK","2.22.20",0
"SVN","2.22.20",0
"SLB","2.22.20",0
"SOM","2.22.20",0
"ZAF","2.22.20",0
"SSD","2.22.20",0
"ESP","2.22.20",0
"LKA","2.22.20",0
"SDN","2.22.20",0
"SUR","2.22.20",0
"SWE","2.22.20",0
"CHE","2.22.20",0
"SYR","2.22.20",0
"TWN","2.22.20",1
"TJK","2.22.20",0
"TZA","2.22.20",0
"THA","2.22.20",0
"TLS","2.22.20",0
"TGO","2.22.20",0
"TTO","2.22.20",0
"TUN","2.22.20",0
"TUR","2.22.20",0
"UGA","2.22.20",0
"UKR","2.22.20",0
"ARE","2.22.20",0
"GBR","2.22.20",0
"URY","2.22.20",0
"USA","2.22.20",0
"UZB","2.22.20",0
"VUT","2.22.20",0
"VEN","2.22.20",0
"VNM","2.22.20",0
"YEM","2.22.20",0
"ZMB","2.22.20",0
"ZWE","2.22.20",0
"AFG","2.23.20",0
"ALB","2.23.20",0
"DZA","2.23.20",0
"AND","2.23.20",0
"AGO","2.23.20",0
"ATG","2.23.20",0
"ARG","2.23.20",0
"ARM","2.23.20",0
"AUS","2.23.20",0
"AUT","2.23.20",0
"AZE","2.23.20",0
"BHS","2.23.20",0
"BHR","2.23.20",0
"BGD","2.23.20",0
"BRB","2.23.20",0
"BLR","2.23.20",0
"BEL","2.23.20",0
"BLZ","2.23.20",0
"BEN","2.23.20",0
"BTN","2.23.20",0
"BOL","2.23.20",0
"BIH","2.23.20",0
"BWA","2.23.20",0
"BRA","2.23.20",0
"BRN","2.23.20",0
"BGR","2.23.20",0
"BFA","2.23.20",0
"MMR","2.23.20",0
"BDI","2.23.20",0
"CPV","2.23.20",0
"KHM","2.23.20",0
"CMR","2.23.20",0
"CAN","2.23.20",0
"CAF","2.23.20",0
"TCD","2.23.20",0
"CHL","2.23.20",0
"CHN","2.23.20",2445
"COL","2.23.20",0
"COM","2.23.20",0
"COG","2.23.20",0
"COD","2.23.20",0
"CRI","2.23.20",0
"CIV","2.23.20",0
"HRV","2.23.20",0
"CUB","2.23.20",0
"CYP","2.23.20",0
"CZE","2.23.20",0
"DNK","2.23.20",0
"DJI","2.23.20",0
"DMA","2.23.20",0
"DOM","2.23.20",0
"ECU","2.23.20",0
"EGY","2.23.20",0
"SLV","2.23.20",0
"GNQ","2.23.20",0
"ERI","2.23.20",0
"EST","2.23.20",0
"SWZ","2.23.20",0
"ETH","2.23.20",0
"FJI","2.23.20",0
"FIN","2.23.20",0
"FRA","2.23.20",1
"GAB","2.23.20",0
"GMB","2.23.20",0
"GEO","2.23.20",0
"DEU","2.23.20",0
"GHA","2.23.20",0
"GRC","2.23.20",0
"GRD","2.23.20",0
"GTM","2.23.20",0
"GIN","2.23.20",0
"GNB","2.23.20",0
"GUY","2.23.20",0
"HTI","2.23.20",0
"VAT","2.23.20",0
"HND","2.23.20",0
"HUN","2.23.20",0
"ISL","2.23.20",0
"IND","2.23.20",0
"IDN","2.23.20",0
"IRN","2.23.20",8
"IRQ","2.23.20",0
"IRL","2.23.20",0
"ISR","2.23.20",0
"ITA","2.23.20",3
"JAM","2.23.20",0
"JPN","2.23.20",2
"JOR","2.23.20",0
"KAZ","2.23.20",0
"KEN","2.23.20",0
"KOR","2.23.20",6
"KWT","2.23.20",0
"KGZ","2.23.20",0
"LAO","2.23.20",0
"LVA","2.23.20",0
"LBN","2.23.20",0
"LSO","2.23.20",0
"LBR","2.23.20",0
"LBY","2.23.20",0
"LIE","2.23.20",0
"LTU","2.23.20",0
"LUX","2.23.20",0
"MDG","2.23.20",0
"MWI","2.23.20",0
"MYS","2.23.20",0
"MDV","2.23.20",0
"MLI","2.23.20",0
"MLT","2.23.20",0
"MHL","2.23.20",0
"MRT","2.23.20",0
"MUS","2.23.20",0
"MEX","2.23.20",0
"FSM","2.23.20",0
"MDA","2.23.20",0
"MCO","2.23.20",0
"MNG","2.23.20",0
"MNE","2.23.20",0
"MAR","2.23.20",0
"MOZ","2.23.20",0
"NAM","2.23.20",0
"NPL","2.23.20",0
"NLD","2.23.20",0
"NZL","2.23.20",0
"NIC","2.23.20",0
"NER","2.23.20",0
"NGA","2.23.20",0
"MKD","2.23.20",0
"NOR","2.23.20",0
"OMN","2.23.20",0
"PAK","2.23.20",0
"PAN","2.23.20",0
"PNG","2.23.20",0
"PRY","2.23.20",0
"PER","2.23.20",0
"PHL","2.23.20",1
"POL","2.23.20",0
"PRT","2.23.20",0
"QAT","2.23.20",0
"ROU","2.23.20",0
"RUS","2.23.20",0
"RWA","2.23.20",0
"KNA","2.23.20",0
"LCA","2.23.20",0
"VCT","2.23.20",0
"WSM","2.23.20",0
"SMR","2.23.20",0
"STP","2.23.20",0
"SAU","2.23.20",0
"SEN","2.23.20",0
"SRB","2.23.20",0
"SYC","2.23.20",0
"SLE","2.23.20",0
"SGP","2.23.20",0
"SVK","2.23.20",0
"SVN","2.23.20",0
"SLB","2.23.20",0
"SOM","2.23.20",0
"ZAF","2.23.20",0
"SSD","2.23.20",0
"ESP","2.23.20",0
"LKA","2.23.20",0
"SDN","2.23.20",0
"SUR","2.23.20",0
"SWE","2.23.20",0
"CHE","2.23.20",0
"SYR","2.23.20",0
"TWN","2.23.20",1
"TJK","2.23.20",0
"TZA","2.23.20",0
"THA","2.23.20",0
"TLS","2.23.20",0
"TGO","2.23.20",0
"TTO","2.23.20",0
"TUN","2.23.20",0
"TUR","2.23.20",0
"UGA","2.23.20",0
"UKR","2.23.20",0
"ARE","2.23.20",0
"GBR","2.23.20",0
"URY","2.23.20",0
"USA","2.23.20",0
"UZB","2.23.20",0
"VUT","2.23.20",0
"VEN","2.23.20",0
"VNM","2.23.20",0
"YEM","2.23.20",0
"ZMB","2.23.20",0
"ZWE","2.23.20",0
"AFG","2.24.20",0
"ALB","2.24.20",0
"DZA","2.24.20",0
"AND","2.24.20",0
"AGO","2.24.20",0
"ATG","2.24.20",0
"ARG","2.24.20",0
"ARM","2.24.20",0
"AUS","2.24.20",0
"AUT","2.24.20",0
"AZE","2.24.20",0
"BHS","2.24.20",0
"BHR","2.24.20",0
"BGD","2.24.20",0
"BRB","2.24.20",0
"BLR","2.24.20",0
"BEL","2.24.20",0
"BLZ","2.24.20",0
"BEN","2.24.20",0
"BTN","2.24.20",0
"BOL","2.24.20",0
"BIH","2.24.20",0
"BWA","2.24.20",0
"BRA","2.24.20",0
"BRN","2.24.20",0
"BGR","2.24.20",0
"BFA","2.24.20",0
"MMR","2.24.20",0
"BDI","2.24.20",0
"CPV","2.24.20",0
"KHM","2.24.20",0
"CMR","2.24.20",0
"CAN","2.24.20",0
"CAF","2.24.20",0
"TCD","2.24.20",0
"CHL","2.24.20",0
"CHN","2.24.20",2595
"COL","2.24.20",0
"COM","2.24.20",0
"COG","2.24.20",0
"COD","2.24.20",0
"CRI","2.24.20",0
"CIV","2.24.20",0
"HRV","2.24.20",0
"CUB","2.24.20",0
"CYP","2.24.20",0
"CZE","2.24.20",0
"DNK","2.24.20",0
"DJI","2.24.20",0
"DMA","2.24.20",0
"DOM","2.24.20",0
"ECU","2.24.20",0
"EGY","2.24.20",0
"SLV","2.24.20",0
"GNQ","2.24.20",0
"ERI","2.24.20",0
"EST","2.24.20",0
"SWZ","2.24.20",0
"ETH","2.24.20",0
"FJI","2.24.20",0
"FIN","2.24.20",0
"FRA","2.24.20",1
"GAB","2.24.20",0
"GMB","2.24.20",0
"GEO","2.24.20",0
"DEU","2.24.20",0
"GHA","2.24.20",0
"GRC","2.24.20",0
"GRD","2.24.20",0
"GTM","2.24.20",0
"GIN","2.24.20",0
"GNB","2.24.20",0
"GUY","2.24.20",0
"HTI","2.24.20",0
"VAT","2.24.20",0
"HND","2.24.20",0
"HUN","2.24.20",0
"ISL","2.24.20",0
"IND","2.24.20",0
"IDN","2.24.20",0
"IRN","2.24.20",12
"IRQ","2.24.20",0
"IRL","2.24.20",0
"ISR","2.24.20",0
"ITA","2.24.20",7
"JAM","2.24.20",0
"JPN","2.24.20",2
"JOR","2.24.20",0
"KAZ","2.24.20",0
"KEN","2.24.20",0
"KOR","2.24.20",8
"KWT","2.24.20",0
"KGZ","2.24.20",0
"LAO","2.24.20",0
"LVA","2.24.20",0
"LBN","2.24.20",0
"LSO","2.24.20",0
"LBR","2.24.20",0
"LBY","2.24.20",0
"LIE","2.24.20",0
"LTU","2.24.20",0
"LUX","2.24.20",0
"MDG","2.24.20",0
"MWI","2.24.20",0
"MYS","2.24.20",0
"MDV","2.24.20",0
"MLI","2.24.20",0
"MLT","2.24.20",0
"MHL","2.24.20",0
"MRT","2.24.20",0
"MUS","2.24.20",0
"MEX","2.24.20",0
"FSM","2.24.20",0
"MDA","2.24.20",0
"MCO","2.24.20",0
"MNG","2.24.20",0
"MNE","2.24.20",0
"MAR","2.24.20",0
"MOZ","2.24.20",0
"NAM","2.24.20",0
"NPL","2.24.20",0
"NLD","2.24.20",0
"NZL","2.24.20",0
"NIC","2.24.20",0
"NER","2.24.20",0
"NGA","2.24.20",0
"MKD","2.24.20",0
"NOR","2.24.20",0
"OMN","2.24.20",0
"PAK","2.24.20",0
"PAN","2.24.20",0
"PNG","2.24.20",0
"PRY","2.24.20",0
"PER","2.24.20",0
"PHL","2.24.20",1
"POL","2.24.20",0
"PRT","2.24.20",0
"QAT","2.24.20",0
"ROU","2.24.20",0
"RUS","2.24.20",0
"RWA","2.24.20",0
"KNA","2.24.20",0
"LCA","2.24.20",0
"VCT","2.24.20",0
"WSM","2.24.20",0
"SMR","2.24.20",0
"STP","2.24.20",0
"SAU","2.24.20",0
"SEN","2.24.20",0
"SRB","2.24.20",0
"SYC","2.24.20",0
"SLE","2.24.20",0
"SGP","2.24.20",0
"SVK","2.24.20",0
"SVN","2.24.20",0
"SLB","2.24.20",0
"SOM","2.24.20",0
"ZAF","2.24.20",0
"SSD","2.24.20",0
"ESP","2.24.20",0
"LKA","2.24.20",0
"SDN","2.24.20",0
"SUR","2.24.20",0
"SWE","2.24.20",0
"CHE","2.24.20",0
"SYR","2.24.20",0
"TWN","2.24.20",1
"TJK","2.24.20",0
"TZA","2.24.20",0
"THA","2.24.20",0
"TLS","2.24.20",0
"TGO","2.24.20",0
"TTO","2.24.20",0
"TUN","2.24.20",0
"TUR","2.24.20",0
"UGA","2.24.20",0
"UKR","2.24.20",0
"ARE","2.24.20",0
"GBR","2.24.20",0
"URY","2.24.20",0
"USA","2.24.20",0
"UZB","2.24.20",0
"VUT","2.24.20",0
"VEN","2.24.20",0
"VNM","2.24.20",0
"YEM","2.24.20",0
"ZMB","2.24.20",0
"ZWE","2.24.20",0
"AFG","2.25.20",0
"ALB","2.25.20",0
"DZA","2.25.20",0
"AND","2.25.20",0
"AGO","2.25.20",0
"ATG","2.25.20",0
"ARG","2.25.20",0
"ARM","2.25.20",0
"AUS","2.25.20",0
"AUT","2.25.20",0
"AZE","2.25.20",0
"BHS","2.25.20",0
"BHR","2.25.20",0
"BGD","2.25.20",0
"BRB","2.25.20",0
"BLR","2.25.20",0
"BEL","2.25.20",0
"BLZ","2.25.20",0
"BEN","2.25.20",0
"BTN","2.25.20",0
"BOL","2.25.20",0
"BIH","2.25.20",0
"BWA","2.25.20",0
"BRA","2.25.20",0
"BRN","2.25.20",0
"BGR","2.25.20",0
"BFA","2.25.20",0
"MMR","2.25.20",0
"BDI","2.25.20",0
"CPV","2.25.20",0
"KHM","2.25.20",0
"CMR","2.25.20",0
"CAN","2.25.20",0
"CAF","2.25.20",0
"TCD","2.25.20",0
"CHL","2.25.20",0
"CHN","2.25.20",2665
"COL","2.25.20",0
"COM","2.25.20",0
"COG","2.25.20",0
"COD","2.25.20",0
"CRI","2.25.20",0
"CIV","2.25.20",0
"HRV","2.25.20",0
"CUB","2.25.20",0
"CYP","2.25.20",0
"CZE","2.25.20",0
"DNK","2.25.20",0
"DJI","2.25.20",0
"DMA","2.25.20",0
"DOM","2.25.20",0
"ECU","2.25.20",0
"EGY","2.25.20",0
"SLV","2.25.20",0
"GNQ","2.25.20",0
"ERI","2.25.20",0
"EST","2.25.20",0
"SWZ","2.25.20",0
"ETH","2.25.20",0
"FJI","2.25.20",0
"FIN","2.25.20",0
"FRA","2.25.20",1
"GAB","2.25.20",0
"GMB","2.25.20",0
"GEO","2.25.20",0
"DEU","2.25.20",0
"GHA","2.25.20",0
"GRC","2.25.20",0
"GRD","2.25.20",0
"GTM","2.25.20",0
"GIN","2.25.20",0
"GNB","2.25.20",0
"GUY","2.25.20",0
"HTI","2.25.20",0
"VAT","2.25.20",0
"HND","2.25.20",0
"HUN","2.25.20",0
"ISL","2.25.20",0
"IND","2.25.20",0
"IDN","2.25.20",0
"IRN","2.25.20",16
"IRQ","2.25.20",0
"IRL","2.25.20",0
"ISR","2.25.20",0
"ITA","2.25.20",10
"JAM","2.25.20",0
"JPN","2.25.20",3
"JOR","2.25.20",0
"KAZ","2.25.20",0
"KEN","2.25.20",0
"KOR","2.25.20",10
"KWT","2.25.20",0
"KGZ","2.25.20",0
"LAO","2.25.20",0
"LVA","2.25.20",0
"LBN","2.25.20",0
"LSO","2.25.20",0
"LBR","2.25.20",0
"LBY","2.25.20",0
"LIE","2.25.20",0
"LTU","2.25.20",0
"LUX","2.25.20",0
"MDG","2.25.20",0
"MWI","2.25.20",0
"MYS","2.25.20",0
"MDV","2.25.20",0
"MLI","2.25.20",0
"MLT","2.25.20",0
"MHL","2.25.20",0
"MRT","2.25.20",0
"MUS","2.25.20",0
"MEX","2.25.20",0
"FSM","2.25.20",0
"MDA","2.25.20",0
"MCO","2.25.20",0
"MNG","2.25.20",0
"MNE","2.25.20",0
"MAR","2.25.20",0
"MOZ","2.25.20",0
"NAM","2.25.20",0
"NPL","2.25.20",0
"NLD","2.25.20",0
"NZL","2.25.20",0
"NIC","2.25.20",0
"NER","2.25.20",0
"NGA","2.25.20",0
"MKD","2.25.20",0
"NOR","2.25.20",0
"OMN","2.25.20",0
"PAK","2.25.20",0
"PAN","2.25.20",0
"PNG","2.25.20",0
"PRY","2.25.20",0
"PER","2.25.20",0
"PHL","2.25.20",1
"POL","2.25.20",0
"PRT","2.25.20",0
"QAT","2.25.20",0
"ROU","2.25.20",0
"RUS","2.25.20",0
"RWA","2.25.20",0
"KNA","2.25.20",0
"LCA","2.25.20",0
"VCT","2.25.20",0
"WSM","2.25.20",0
"SMR","2.25.20",0
"STP","2.25.20",0
"SAU","2.25.20",0
"SEN","2.25.20",0
"SRB","2.25.20",0
"SYC","2.25.20",0
"SLE","2.25.20",0
"SGP","2.25.20",0
"SVK","2.25.20",0
"SVN","2.25.20",0
"SLB","2.25.20",0
"SOM","2.25.20",0
"ZAF","2.25.20",0
"SSD","2.25.20",0
"ESP","2.25.20",0
"LKA","2.25.20",0
"SDN","2.25.20",0
"SUR","2.25.20",0
"SWE","2.25.20",0
"CHE","2.25.20",0
"SYR","2.25.20",0
"TWN","2.25.20",1
"TJK","2.25.20",0
"TZA","2.25.20",0
"THA","2.25.20",0
"TLS","2.25.20",0
"TGO","2.25.20",0
"TTO","2.25.20",0
"TUN","2.25.20",0
"TUR","2.25.20",0
"UGA","2.25.20",0
"UKR","2.25.20",0
"ARE","2.25.20",0
"GBR","2.25.20",0
"URY","2.25.20",0
"USA","2.25.20",0
"UZB","2.25.20",0
"VUT","2.25.20",0
"VEN","2.25.20",0
"VNM","2.25.20",0
"YEM","2.25.20",0
"ZMB","2.25.20",0
"ZWE","2.25.20",0
"AFG","2.26.20",0
"ALB","2.26.20",0
"DZA","2.26.20",0
"AND","2.26.20",0
"AGO","2.26.20",0
"ATG","2.26.20",0
"ARG","2.26.20",0
"ARM","2.26.20",0
"AUS","2.26.20",0
"AUT","2.26.20",0
"AZE","2.26.20",0
"BHS","2.26.20",0
"BHR","2.26.20",0
"BGD","2.26.20",0
"BRB","2.26.20",0
"BLR","2.26.20",0
"BEL","2.26.20",0
"BLZ","2.26.20",0
"BEN","2.26.20",0
"BTN","2.26.20",0
"BOL","2.26.20",0
"BIH","2.26.20",0
"BWA","2.26.20",0
"BRA","2.26.20",0
"BRN","2.26.20",0
"BGR","2.26.20",0
"BFA","2.26.20",0
"MMR","2.26.20",0
"BDI","2.26.20",0
"CPV","2.26.20",0
"KHM","2.26.20",0
"CMR","2.26.20",0
"CAN","2.26.20",0
"CAF","2.26.20",0
"TCD","2.26.20",0
"CHL","2.26.20",0
"CHN","2.26.20",2717
"COL","2.26.20",0
"COM","2.26.20",0
"COG","2.26.20",0
"COD","2.26.20",0
"CRI","2.26.20",0
"CIV","2.26.20",0
"HRV","2.26.20",0
"CUB","2.26.20",0
"CYP","2.26.20",0
"CZE","2.26.20",0
"DNK","2.26.20",0
"DJI","2.26.20",0
"DMA","2.26.20",0
"DOM","2.26.20",0
"ECU","2.26.20",0
"EGY","2.26.20",0
"SLV","2.26.20",0
"GNQ","2.26.20",0
"ERI","2.26.20",0
"EST","2.26.20",0
"SWZ","2.26.20",0
"ETH","2.26.20",0
"FJI","2.26.20",0
"FIN","2.26.20",0
"FRA","2.26.20",2
"GAB","2.26.20",0
"GMB","2.26.20",0
"GEO","2.26.20",0
"DEU","2.26.20",0
"GHA","2.26.20",0
"GRC","2.26.20",0
"GRD","2.26.20",0
"GTM","2.26.20",0
"GIN","2.26.20",0
"GNB","2.26.20",0
"GUY","2.26.20",0
"HTI","2.26.20",0
"VAT","2.26.20",0
"HND","2.26.20",0
"HUN","2.26.20",0
"ISL","2.26.20",0
"IND","2.26.20",0
"IDN","2.26.20",0
"IRN","2.26.20",19
"IRQ","2.26.20",0
"IRL","2.26.20",0
"ISR","2.26.20",0
"ITA","2.26.20",12
"JAM","2.26.20",0
"JPN","2.26.20",3
"JOR","2.26.20",0
"KAZ","2.26.20",0
"KEN","2.26.20",0
"KOR","2.26.20",12
"KWT","2.26.20",0
"KGZ","2.26.20",0
"LAO","2.26.20",0
"LVA","2.26.20",0
"LBN","2.26.20",0
"LSO","2.26.20",0
"LBR","2.26.20",0
"LBY","2.26.20",0
"LIE","2.26.20",0
"LTU","2.26.20",0
"LUX","2.26.20",0
"MDG","2.26.20",0
"MWI","2.26.20",0
"MYS","2.26.20",0
"MDV","2.26.20",0
"MLI","2.26.20",0
"MLT","2.26.20",0
"MHL","2.26.20",0
"MRT","2.26.20",0
"MUS","2.26.20",0
"MEX","2.26.20",0
"FSM","2.26.20",0
"MDA","2.26.20",0
"MCO","2.26.20",0
"MNG","2.26.20",0
"MNE","2.26.20",0
"MAR","2.26.20",0
"MOZ","2.26.20",0
"NAM","2.26.20",0
"NPL","2.26.20",0
"NLD","2.26.20",0
"NZL","2.26.20",0
"NIC","2.26.20",0
"NER","2.26.20",0
"NGA","2.26.20",0
"MKD","2.26.20",0
"NOR","2.26.20",0
"OMN","2.26.20",0
"PAK","2.26.20",0
"PAN","2.26.20",0
"PNG","2.26.20",0
"PRY","2.26.20",0
"PER","2.26.20",0
"PHL","2.26.20",1
"POL","2.26.20",0
"PRT","2.26.20",0
"QAT","2.26.20",0
"ROU","2.26.20",0
"RUS","2.26.20",0
"RWA","2.26.20",0
"KNA","2.26.20",0
"LCA","2.26.20",0
"VCT","2.26.20",0
"WSM","2.26.20",0
"SMR","2.26.20",0
"STP","2.26.20",0
"SAU","2.26.20",0
"SEN","2.26.20",0
"SRB","2.26.20",0
"SYC","2.26.20",0
"SLE","2.26.20",0
"SGP","2.26.20",0
"SVK","2.26.20",0
"SVN","2.26.20",0
"SLB","2.26.20",0
"SOM","2.26.20",0
"ZAF","2.26.20",0
"SSD","2.26.20",0
"ESP","2.26.20",0
"LKA","2.26.20",0
