Country,1.3.1b) Biosecurity laws on facility security for especially dangerous pathogens,1.2.3a) Annual reporting to OIE on zoonotic disease incidence,3.6.1a) Percentage of households with Internet,3.1.1c) Vulnerable populations in national public health emergency response plan,6.1.6a) Government territorial control,5.3.1d) Extent of UNSCR 1540 implementation on public health emergencies,"6.2.1a) Adult literacy rate (15+ years old, both sexes)",2.1.2a) Participation in a regional or international lab network,1.5.1b) National law/regulation on oversight of dual use research,4.3.2a) Government prioritisation of care for healthcare workers during response,6.1.3a) Risk of social unrest,1.1.1c) National environmental surveillance for AMR residues/organisms,1.2.2a) Surveillance/reporting mechanism for zoonotic disease for livestock owners,6.5.3a) Domestic general government health expenditure per capita (PPP),2.2.2b) Collection of ongoing/real-time lab data by electronic surveillance system,2.2.3a) Availability of de-identified health surveillance data on disease outbreaks,2.2.1a) Evidence of ongoing event-based surveillance and analysis,1.2.1a) Laws/plans on zoonotic disease,3.7.1b) Alignment of movement restrictions with WHO/OIE regulations/recommendations,"1.4.2a) Biosafety training using a standardised, required approach",1.3.1a) Updated national records of especially dangerous pathogen/toxin inventories,1.4.1b) Agency for enforcement of biosafety laws/regulations,4.2.1a) Existence of MCM stockpiles or procurement agreements for emergency access,6.2.3a) Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),3.5.2a) Government use of media platforms to share info on public health emergencies,5.6.1c) Evidence of non-sharing of pandemic pathogen samples during an outbreak,1.1.1b) Capacity of national lab/lab system to test for AMR priority pathogens,2.2.4a) Safeguards for confidentiality of identifiable health information,4.4.1b) Inclusion of public and private sector in healthcare communication system,2.1.3a) Existence of an accredited national lab serving as a reference facility,3.7.2b) Alignment of airline restrictions with WHO/OIE regulations/recommendations,BG2) GDP per capita (US$),5.1.1a) Submission of IHR reports to the WHO in past year,6.5.1a) Total life expectancy (years),1.1.1a) National plan for AMR priority pathogens,3.7.2a) Restrictions by airlines headquartered in country due to disease outbreak,6.1.1a) Government effectiveness (EIU score),6.3.3a) Adequacy of power network,4.2.3a) Plan to receive foreign health personnel during a public health emergency,2.2.4b) Inclusion of cyber protections in health data confidentiality law/regulation,3.3.1b) Requirement for EOC to conduct/evidence EOC conducts at least annual drills,4.1.1c) Updated health workforce strategy to address human resource shortfalls,4.2.2a) Plans for dispensing MCMs for national use during a public health emergency,2.1.1a) Capacity of national lab system to conduct 5 or more WHO core tests,5.5.1b) National budget to address gaps identified in PVS assessment or gap analysis,2.2.5b) Public health system access to individual electronic health records,5.4.2a) Completion and publication of PVS report (past five years),1.5.1c) Existence of agency responsible for oversight of dual use research,5.3.1c) Submission of UNSCR 1540 reports,1.2.2c) Wildlife zoonotic disease surveillance,2.2.1b) Evidence of reporting a potential PHEIC to the WHO (last 2 years),4.3.1b) Access to skilled birth attendants (% of population),6.2.4a) Public confidence in government,4.6.1a) Requirement for ethical review before beginning a clinical trial,2.1.3b) External quality assurance of a national lab serving as a reference facility,3.6.4a) Gender gap in access to the Internet (percentage points),6.4.3a) Natural disaster risk,1.1.2b) National law(s) requiring prescription for antibiotic use (animals),6.4.2a) Change in forest area (percentage points),3.5.1a) Risk communication plan for specific use during a public health emergency,4.3.1a) Existence of enacted law(s) mandating universal healthcare coverage,5.4.2b) Completion and publication of PVS gap analysis (past five years),4.4.1a) Existence of system for communication during a public health emergency,1.5.1a) Evidence of national assessment of dual use research,2.2.2c) National commitment to share surveillance data with regional neighbours,"2.3.2a) Evidence of at least 1 trained field epidemiologist per 200,000 people","1.2.4b) Number of veterinary para-professionals per 100,000 people",5.5.3a) Commitments to improve domestic or foreign capacity for epidemic threats,BG4) Human Development Index (2018),2.3.1a) Access to field epidemiology training program in country and/or abroad,3.3.1a) Existence of Emergency Operations Centre (EOC),1.1.2a) National law(s) requiring prescription for antibiotic use (humans),3.7.1a) Restrictions on movement and/or exports/imports due to disease outbreak,2.2.5a) Common usage of electronic health records,1.2.2b) Laws/regulations on data confidentiality to protect livestock owners,1.3.4a) National transport regulations for Category A and B infectious substances,2.1.1b) Protocols to procure laboratory needs for Ministries of Health/Agriculture,5.5.3b) Investments to improve domestic or foreign capacity for epidemic threats,BG10) SDG Index score (2018),5.4.1b) Completion and publication of a NAPHS or GHSA roadmap,4.6.1b) Expedited approval for clinical trials of unregistered MCMs during epidemics,6.4.1a) Urban population (% of total population),3.5.2b) Inclusion of different population & sector needs in risk communication plan,6.1.5a) Presence or risk of armed conflict,BG7) Global Peace Index,4.5.2a) Evidence of national public health system monitoring and tracking of HCAIs,6.1.7a) International disputes/tensions,6.1.2a) Orderly transfers of power,2.1.2b) Existence of nationwide specimen transport system,1.4.1a) Biosafety laws/regulations,4.6.2b) Expedited approval for human MCMs during public health emergencies,"BG6) UN E-Government Survey, Onlines Services Index score (2018)",2.2.2a) Electronic national and sub-national reporting surveillance system,"5.5.1a) National budget to address gaps identified in JEE, NAPHS or GHSA roadmap","1.3.2a) Biosecurity training using a standardised, required approach",1.5.2a) Requirement to screen synthesised DNA against list prior to sale,3.1.1a) National emergency response plan for diseases with pandemic potential,4.5.1a) Plan to address routine and public health emergency PPE supply issues,"6.2.5a) Robust, open, diverse local media and reporting",1.3.3a) Personnel checks for permission to access to especially dangerous pathogens,6.5.2a) Access to potable water,6.5.2b) Access to at least basic sanitation facilities,BG5) EIU Democracy Index: Overall score (2019),2.4.1a) Mechanisms for ministries to share animal/human/wildlife surveillance data,1.2.1c) Cross-ministerial department/agency/unit for zoonotic disease,"4.3.1c) Out-of-pocket health expenditures per capita, PPP (current international $)",4.6.2a) Existence of agency responsible for approving new human MCMs,5.4.1a) Completion and publication of JEE (or GHSA pilot external assessment) report,5.3.1a) Biological and Toxin Weapons Convention status,3.6.2a) Mobile-cellular telephone subscriptions per 100 inhabitants,1.2.1b) Laws/plans for surveillance & control of multiple zoonotic pathogens,2.2.5c) Existence of data standards for health record data comparability,6.3.2a) Adequacy of airports,"1.2.4a) Number of veterinarians per 100,000 people",5.3.2a) Membership in global health security and/or biological weapons agreements,3.6.3a) Gender gap in access to a mobile phone (percentage points),3.4.1a) Joint exercise/procedures for potential deliberate biological events,4.1.2b) In-country capacity to isolate patients with highly communicable diseases,3.2.1a) Completion of biological-focused IHR exercise with the WHO in past year,1.3.5a) Laws/regulations on cross-border transfer and end-user screening,1.3.1d) Consolidation of especially dangerous pathogens into minimum # of facilities,5.2.1a) Existence of public health emergency agreements with regional neighbours,1.6.1b) Availability of vaccination figures for livestock (FMD) through OIE database,2.3.1b) Existence of field epidemiology training for animal health professionals,"4.1.1a) Doctors per 100,000 people","4.1.2a) Hospital beds per 100,000 people",1.3.1e) Capacity to conduct tests for anthrax/Ebola without culturing live pathogens,1.6.1a) Immunisation rate for humans (measles/MCV1),5.6.1a) Sharing of genetic/biological data and materials beyond influenza,5.3.1b) Submission of CBMs to the Biological and Toxin Weapons Convention,6.1.4a) Risk of terrorism,BG9) Human Capital Index score (2017),BG1) Overall GDP (US$bn),1.3.1c) Agency for enforcement of biosecurity laws/regulations,3.1.2a) Mechanism to engage private sector in outbreak preparedness/response,5.2.1b) Existence of animal health emergency agreements with regional neighbours,5.1.2a) Existence of specific risk reduction strategies for epidemics and pandemics,5.5.2a) Emergency public financing during a public health emergency,6.2.2a) UNDP Gender Inequality Index score,3.1.1b) National public health emergency response plan updated in past 3 years,"4.1.1b) Nurses and midwives per 100,000 people",BG8) Corruptions Perception Index score (2018),6.3.1a) Adequacy of road network,6.5.1b) HAQ Index frontier score,3.2.1b) Evidence of bio-focused exercise to identify gaps/best practices,3.3.1c) EOC activation within 120 minutes of identification of emergency/scenario,5.6.1b) Evidence of non-compliance with sample sharing element of PIP framework,3.1.1d) Existence of public pandemic influenza preparedness plan updated since 2009,BG3) Population (m),1.2.5a) Inclusion of private sector in national plan/law on zoonotic disease
Bosnia and Herzegovina,0,0,69.5,0,2,3,97.0,1,0,0,0,0,1,795,0,0,0,1,1,0,0,1,0,0.1,1,1,1,1,0,1,1,"5,849",1,76.91,0,1,1,3,0,0,0,0,0,2,0,0,0,0,1,1,0,99.9,0,1,0,0,1,1,0.00,1,1,0,1,0,0,0.0,,0,0.8,0,1,1,1,0,0,0,1,1,67.3,0,0,47.9,1,3,3.0,1,1,1,0,1,1,0.4,0,0,0,0,0,0,1,0,97.7,94.8,5.0,1,0,322.2,1,0,2,98.1,1,0,1,20,0,1,0,0,1,0,0,1,1,0,188.6,350,0,69,0,1,2,0.6,21,0,0,0,0,0,0.8341,0,588.5,38,1,72.20,0,0,1,0,3.5,0
Singapore,1,1,84.4,1,2,3,97.0,1,0,0,4,0,1,"2,227",1,1,1,1,1,1,0,1,1,0.2,1,1,2,0,0,1,1,"64,043",1,82.80,2,1,4,4,0,0,0,1,0,2,0,1,0,0,1,1,0,99.6,2,1,1,2,4,0,-0.50,1,1,0,0,0,0,0.0,6,0,0.9,1,1,1,1,1,0,0,1,1,71.3,0,0,100.0,1,4,3.7,1,3,3,0,1,1,1.0,1,0,1,0,2,0,1,0,100.0,100.0,6.4,1,0,"1,273.0",1,1,2,130.0,0,1,4,15,1,1,1,1,0,0,0,0,1,0,227.6,240,0,95,0,1,3,0.9,361,1,0,0,0,1,0.9331,0,712.0,85,4,90.60,0,0,1,1,5.6,0
Brunei,0,0,90.0,0,2,1,96.1,1,0,0,4,0,0,"1,720",0,0,1,1,1,0,0,0,0,0.2,1,1,0,0,0,1,1,"29,874",0,77.20,0,1,2,3,0,0,0,0,0,0,0,1,0,0,1,0,0,100.0,1,0,1,4,4,0,-1.37,0,0,0,1,0,0,0.0,16,0,0.9,1,1,1,1,2,0,0,1,0,,0,0,77.3,0,4,,0,3,0,0,0,0,0.7,1,0,0,0,1,0,0,0,99.5,96.3,,0,0,91.9,1,0,2,127.1,0,0,3,7,0,3,0,1,0,0,0,1,1,0,174.6,270,0,97,0,0,3,,13,0,0,0,0,0,0.7644,0,651.2,63,3,76.40,0,0,1,0,0.4,0
Niue,0,0,79.6,0,2,0,83.3,1,0,0,4,0,1,433,0,0,0,0,1,0,0,0,0,0.2,0,1,0,0,0,0,1,"5,800",1,72.80,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,1,0,0,4,0,0,-0.18,0,0,0,0,0,0,0.0,,0,,0,0,0,1,0,0,0,0,0,,0,0,44.8,0,4,,0,3,3,0,0,0,,0,0,0,0,0,0,1,0,98.2,96.8,,0,0,43.2,0,0,2,37.9,0,0,1,,0,3,0,0,0,0,0,1,0,0,184.0,318,0,99,0,0,4,,0,0,0,0,0,0,0.6015,0,981.6,,2,57.66,0,0,1,1,0.0,0
Norway,1,0,96.5,0,2,3,99.9,1,0,0,4,0,1,"5,281",1,1,0,1,1,1,0,1,1,0.0,1,1,2,1,1,1,1,"81,911",1,82.51,2,1,4,4,0,1,0,0,0,0,0,1,0,0,1,1,1,99.1,2,1,1,1,4,1,0.07,1,1,0,1,0,1,0.0,18,1,1.0,1,1,1,1,2,1,1,1,1,81.2,0,1,81.9,0,4,3.5,1,4,4,1,1,0,1.0,1,0,1,0,2,0,2,0,100.0,98.1,9.9,0,1,900.7,1,0,2,107.8,1,1,4,74,1,0,1,1,0,1,0,1,1,1,438.5,390,1,96,0,1,3,0.8,436,1,0,1,1,0,0.9519,0,"1,782.4",84,3,96.60,0,0,1,1,5.3,0
Guinea,0,1,9.8,0,2,0,32.0,1,0,0,1,0,0,13,0,1,0,0,1,0,0,0,0,10.3,0,1,1,0,0,1,1,945,1,60.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62.7,0,0,1,14,3,0,-1.47,0,1,0,0,0,0,0.0,5,0,0.5,1,1,1,1,0,0,0,0,1,52.1,1,0,35.8,0,3,2.9,0,3,2,0,0,0,0.3,1,0,0,0,0,0,0,0,67.4,22.0,3.1,1,0,53.6,0,1,2,87.1,0,0,0,1,0,9,0,0,0,0,0,1,1,1,7.5,30,1,65,0,0,2,0.4,12,0,0,0,0,1,0.3976,0,36.8,28,0,26.40,0,0,1,0,13.1,1
Solomon Islands,0,0,11.0,0,2,1,83.3,1,0,0,3,0,1,82,0,0,0,0,1,0,0,0,0,6.8,0,1,0,0,0,0,1,"2,150",1,70.73,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86.2,1,1,0,4,0,0,-2.00,0,0,0,0,0,0,0.0,,0,0.5,0,0,0,1,0,0,0,1,1,,0,0,23.3,0,4,,0,3,3,0,0,0,0.2,0,0,0,0,0,0,2,0,64.0,31.3,,0,0,5.4,0,0,2,76.1,0,0,1,,0,3,0,0,0,0,0,1,0,0,19.1,140,0,84,0,0,3,0.4,1,0,0,0,0,1,0.3976,0,178.0,44,0,32.40,0,0,1,0,0.6,0
Oman,0,0,76.9,0,2,0,96.1,1,0,0,2,0,0,"2,520",0,1,1,1,1,0,0,0,1,0.2,0,1,1,0,0,0,1,"17,124",1,77.03,2,1,2,2,0,0,0,1,0,2,0,1,0,0,1,1,1,99.1,1,1,1,6,3,1,0.00,1,1,0,0,0,0,0.0,3,0,0.8,1,1,1,1,2,0,0,1,1,63.9,0,0,83.6,1,4,3.0,0,2,1,1,0,0,0.8,0,0,0,0,1,0,1,0,90.9,99.3,3.0,0,0,167.2,1,1,2,130.0,1,0,3,9,1,5,0,0,0,0,0,1,1,0,191.5,160,0,99,0,1,3,0.6,79,0,0,0,1,0,0.7358,0,415.3,52,4,76.20,0,0,1,0,4.6,0
Belarus,1,0,74.4,0,2,3,99.6,1,0,0,3,0,1,707,0,0,0,1,1,0,0,0,1,0.0,1,1,1,1,0,1,1,"5,973",0,73.83,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,99.8,1,1,1,2,3,0,0.96,1,1,0,0,0,0,0.0,,0,0.8,0,0,0,1,1,0,0,1,0,76.0,0,0,78.1,1,4,2.9,1,1,0,1,0,0,0.7,0,0,0,0,0,0,0,0,98.0,94.3,3.1,0,0,412.2,1,0,2,120.6,1,1,1,,0,3,0,1,0,1,0,0,0,0,407.0,"1,100",0,97,0,1,3,,57,0,0,1,0,0,0.8697,0,"1,141.9",44,1,79.00,1,0,1,0,9.5,0
Central African Republic,0,1,4.0,0,0,1,36.8,1,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,33.1,1,1,1,0,0,0,1,477,1,52.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40.0,0,0,1,5,3,0,-0.25,1,0,0,1,0,0,0.0,5,0,0.4,1,1,0,1,0,0,0,0,1,37.7,0,0,41.0,0,0,1.7,0,1,1,0,0,0,0.2,0,0,0,0,2,0,1,0,54.1,25.1,1.5,0,0,12.9,0,1,2,27.2,0,0,2,1,0,7,0,0,0,0,0,1,1,0,4.7,100,1,50,0,0,1,,2,0,0,0,0,1,0.3266,1,25.2,26,0,18.60,1,0,1,0,4.7,0
Barbados,0,0,79.5,0,2,0,99.6,1,0,0,2,0,0,607,0,0,1,0,1,0,0,0,0,0.4,0,1,0,0,0,0,1,"17,920",0,75.91,2,1,3,3,0,0,0,0,0,0,0,1,0,0,1,0,0,99.0,1,0,0,6,0,1,0.00,0,0,0,0,0,0,0.0,3,0,0.8,1,1,1,1,1,0,0,1,0,,0,0,31.2,0,4,,0,4,3,0,1,0,0.7,0,0,0,0,0,0,2,0,98.1,96.5,,0,0,597.7,0,0,2,118.2,0,0,3,17,0,4,0,0,0,0,0,1,1,0,181.1,580,0,92,0,0,4,,5,0,0,1,1,1,0.7161,0,485.6,68,3,70.80,0,0,1,0,0.3,0
Liberia,0,0,7.3,0,2,0,42.9,1,0,0,2,0,0,19,0,1,1,0,1,0,0,0,1,11.7,0,1,0,1,0,0,1,677,1,62.51,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,61.1,0,1,0,8,3,0,-3.11,1,0,0,0,0,0,0.0,,1,0.4,1,1,0,1,0,0,0,0,1,48.3,1,0,50.7,1,3,3.1,0,3,2,0,0,1,0.3,0,1,0,0,2,0,2,0,69.9,16.9,5.4,0,0,62.9,1,1,2,67.6,1,0,1,,1,7,0,0,0,0,0,1,0,1,2.3,80,1,87,0,0,2,0.3,3,0,0,0,1,1,0.3444,1,45.6,32,0,32.20,0,0,1,0,4.9,1
Paraguay,0,1,61.1,0,2,1,95.1,1,0,0,2,0,0,396,0,1,0,1,1,0,0,1,0,0.3,0,1,1,1,0,0,1,"5,932",1,73.12,0,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,95.5,1,1,1,2,3,0,-7.98,0,1,0,0,0,1,0.0,12,0,0.7,1,1,1,1,1,0,0,1,1,67.2,0,0,61.3,0,3,2.9,1,4,1,0,1,1,0.6,1,0,0,0,0,0,2,0,98.9,91.2,6.2,0,0,290.7,1,0,2,109.6,1,0,2,12,0,4,0,0,0,0,0,1,1,0,128.6,130,0,80,0,0,3,0.5,41,0,0,0,0,0,0.5326,0,104.9,29,1,56.70,0,0,1,0,6.9,1
Malta,0,0,80.1,0,2,3,93.3,1,0,0,3,0,1,"2,216",0,0,0,0,1,0,0,0,1,0.0,0,1,1,1,0,1,1,"30,596",1,81.80,2,1,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,99.8,2,1,0,3,4,1,0.00,0,1,0,0,0,1,0.0,7,0,0.9,1,0,1,1,0,0,0,1,0,74.2,0,0,94.5,0,4,,0,3,3,0,0,0,0.8,0,0,0,0,0,0,2,0,100.0,100.0,8.2,0,0,"1,221.0",1,0,2,130.0,0,0,3,32,1,1,0,0,0,1,0,1,1,1,390.8,470,0,91,0,1,3,0.7,15,0,0,1,0,0,0.7844,0,914.1,54,1,89.90,0,0,1,0,0.5,0
Congo (Brazzaville),0,0,8.1,0,0,0,79.3,1,0,0,1,0,0,111,0,0,0,0,1,0,0,0,0,14.9,1,1,0,0,0,0,1,"1,877",1,64.63,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,91.2,1,0,0,2,2,0,-0.41,0,0,0,0,0,0,0.0,4,0,0.6,0,0,0,1,0,0,0,0,1,52.4,0,0,66.5,0,3,2.7,0,2,0,0,0,0,0.2,0,0,0,0,0,0,1,0,68.3,15.0,3.3,0,0,130.9,0,0,2,96.1,0,0,3,1,1,6,0,0,0,0,0,1,1,0,9.5,160,0,80,0,0,3,0.4,10,0,0,0,1,1,0.4216,0,82.4,19,1,34.10,0,0,1,0,5.4,0
São Tomé and Príncipe,0,0,28.0,0,2,0,90.1,0,0,0,2,0,0,79,0,0,0,0,1,0,0,0,0,8.6,0,1,0,0,0,0,1,"2,224",1,66.62,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,92.5,1,0,0,8,2,0,-2.00,0,0,0,0,0,0,0.0,,0,0.6,0,0,0,1,0,0,0,0,1,,0,0,72.0,0,3,,0,2,1,0,0,0,0.1,0,0,0,0,0,0,2,0,79.7,40.1,,0,0,28.4,0,0,2,85.0,0,0,2,,0,8,0,0,0,0,0,0,0,0,54.1,290,0,90,0,0,3,,0,0,0,0,0,1,0.4624,0,205.7,46,1,39.30,0,0,1,0,0.2,0
Dominica,0,0,67.0,0,2,0,94.2,1,0,0,2,0,1,373,0,0,0,0,1,0,0,0,0,1.0,0,1,0,0,0,0,1,"6,438",1,77.40,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,96.0,1,0,0,6,0,0,-3.55,0,0,0,0,0,0,0.0,,0,0.7,1,0,1,0,0,0,0,0,1,,0,0,70.2,0,4,,0,3,3,0,0,0,0.6,0,0,0,0,0,0,1,0,96.5,77.9,,0,0,169.2,0,0,2,106.7,0,0,1,,0,4,0,0,0,0,0,1,0,0,178.0,380,0,77,0,0,4,,0,0,0,1,0,1,0.6543,0,628.8,57,2,61.90,0,0,1,0,0.1,0
Luxembourg,0,0,97.8,0,2,4,99.9,1,0,0,4,1,0,"5,176",0,0,0,0,1,0,0,0,1,0.2,1,1,1,1,0,1,1,"117,800",1,82.29,2,1,4,3,0,1,0,0,0,0,0,0,0,0,1,0,0,99.9,2,1,1,3,4,1,0.00,0,1,0,0,0,1,0.0,,0,0.9,1,0,1,1,1,0,1,1,1,76.1,0,0,90.7,0,4,,1,2,4,0,0,0,0.9,1,0,0,0,0,0,2,0,100.0,97.6,8.8,0,0,716.1,1,0,2,130.0,0,1,4,,1,2,0,1,0,1,0,1,0,1,292.1,480,0,99,0,1,3,0.7,70,0,0,1,0,0,0.9341,0,"1,232.6",81,4,96.00,0,0,1,0,0.6,0
Turkey,0,1,64.7,0,2,4,96.2,1,0,0,1,0,1,854,0,0,1,1,1,1,0,1,1,0.0,1,1,1,1,0,1,1,"9,333",1,75.76,0,1,1,2,0,0,0,0,1,2,0,1,1,0,1,1,0,97.4,2,1,1,11,2,1,1.36,1,1,0,1,0,0,0.0,3,0,0.8,1,1,1,1,2,0,1,1,1,66.0,0,0,74.6,0,2,2.0,1,0,1,0,1,0,0.9,1,0,0,0,2,0,0,0,98.9,96.4,4.4,0,0,179.4,1,0,2,96.4,1,1,4,24,1,0,0,0,0,0,0,1,1,1,174.9,270,1,96,0,1,2,0.6,765,0,1,0,1,1,0.6826,0,261.7,41,2,74.40,0,0,1,0,81.9,0
Cameroon,0,0,23.2,0,0,0,71.3,1,0,0,1,0,1,23,0,1,0,1,1,0,0,0,1,7.6,1,1,1,0,0,0,1,"1,566",1,58.07,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,1,64.7,1,1,1,3,3,0,-4.65,0,0,0,0,0,0,0.0,18,0,0.6,1,1,1,1,0,0,0,0,1,55.8,1,0,55.8,0,2,2.5,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1,0,65.3,38.8,3.3,0,1,117.7,1,1,2,81.9,0,0,2,1,0,0,0,1,0,0,0,1,1,1,8.3,130,1,77,0,1,1,0.4,39,0,0,0,1,1,0.4312,0,52.0,25,1,31.90,0,0,1,0,24.7,0
Morocco,0,0,61.8,0,2,0,69.4,1,0,0,1,0,0,218,0,0,0,1,1,0,0,0,1,0.2,1,1,1,1,0,1,1,"3,274",1,75.82,2,1,1,2,0,0,0,1,0,2,0,0,0,0,1,1,0,73.6,1,1,1,12,4,0,0.38,1,0,0,0,0,0,0.0,2,0,0.7,1,1,0,1,0,0,1,1,1,66.3,0,0,61.9,1,3,2.9,1,2,1,1,0,0,0.7,0,0,0,0,1,0,1,0,83.0,83.5,5.0,1,1,226.4,1,1,2,122.9,0,0,3,5,0,8,0,0,0,0,0,0,1,0,61.8,110,1,99,0,1,2,0.5,118,0,0,0,0,0,0.5176,0,87.2,43,2,57.60,1,0,1,0,36.2,1
Burundi,0,0,5.2,0,0,0,61.6,1,0,0,1,0,1,15,0,0,0,0,1,0,0,0,0,30.3,1,1,1,0,0,0,1,352,1,57.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,85.1,1,0,0,8,1,0,3.32,0,0,0,0,0,0,0.0,29,0,0.4,0,0,1,1,0,0,0,0,1,49.8,0,0,12.7,0,2,2.5,0,0,0,1,0,0,0.3,0,0,0,0,0,0,0,0,55.9,50.5,2.3,0,0,15.3,1,1,2,54.5,0,0,1,1,0,11,0,0,0,0,0,0,1,0,2.6,80,0,90,0,0,1,0.4,4,0,0,0,0,1,0.5293,0,17.6,17,1,27.40,1,0,1,0,10.9,0
Italy,0,0,61.3,0,2,4,98.8,1,0,0,2,0,1,"2,552",1,1,0,1,1,0,0,1,1,1.4,1,1,1,1,0,1,1,"35,004",1,82.54,2,1,2,2,0,1,0,0,0,2,0,0,0,0,1,1,1,99.9,0,1,1,10,3,1,1.83,0,1,0,0,0,1,0.0,6,1,0.9,1,0,1,1,2,0,0,1,1,74.2,0,0,70.1,0,4,3.2,1,3,2,0,1,0,1.0,1,0,0,0,1,0,1,0,100.0,99.3,7.7,1,0,791.9,1,0,2,130.0,1,1,2,38,1,9,1,1,0,1,0,1,1,1,402.1,340,1,92,1,1,2,0.8,"2,075",0,0,1,0,0,0.9133,0,571.8,52,3,94.90,1,0,1,1,59.3,0
San Marino,0,0,49.6,0,2,3,99.9,1,0,0,4,0,0,"3,081",0,0,0,0,1,0,0,0,0,0.2,0,1,0,0,0,0,1,"48,888",1,83.40,0,1,4,3,0,0,0,0,0,0,0,1,0,0,1,1,0,99.1,1,1,0,4,4,1,0.00,0,1,0,0,0,0,0.0,3,0,,0,0,0,1,2,0,0,1,0,,0,0,97.1,0,4,,0,4,4,0,0,0,0.4,0,0,0,0,0,0,1,0,100.0,100.0,,1,0,720.0,0,0,2,113.8,0,0,4,57,0,3,0,0,0,0,0,0,1,0,636.3,380,0,82,0,0,4,,2,0,0,0,0,0,0.8427,0,908.5,,4,90.69,0,0,1,0,0.0,0
Monaco,0,0,95.2,0,2,1,99.9,0,0,0,4,0,0,"2,402",0,0,0,0,1,0,0,0,0,0.2,1,1,0,1,0,0,1,"168,011",1,89.40,0,1,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,99.1,1,1,0,4,4,0,0.00,0,0,0,0,0,0,0.0,,0,,1,0,0,1,1,0,1,1,1,,0,0,100.0,0,4,,1,3,4,0,0,0,0.6,0,0,0,0,0,0,2,0,100.0,100.0,,0,0,213.2,1,0,2,85.2,0,0,4,,0,3,0,0,0,0,0,1,0,1,664.5,"1,380",0,88,0,0,4,,6,0,0,0,0,0,0.8427,0,"2,052.1",,4,90.69,0,0,1,0,0.0,0
Poland,0,1,76.0,0,2,3,94.5,1,0,0,2,0,1,"1,244",0,1,0,1,1,0,0,1,1,0.2,1,1,1,1,0,1,1,"15,316",0,77.45,2,1,2,3,0,1,0,1,0,0,0,0,0,0,1,0,0,99.8,0,1,0,6,4,1,0.77,0,1,0,1,0,1,0.0,,0,0.9,1,1,1,0,0,0,0,1,1,73.7,0,0,60.1,0,4,3.3,1,2,3,0,1,0,0.9,0,0,0,0,1,0,1,1,97.9,98.1,6.7,1,0,409.4,1,0,2,130.0,1,1,3,4,1,2,1,1,0,1,0,1,1,1,229.0,650,1,94,0,1,4,0.7,586,0,0,1,1,1,0.8679,1,569.4,60,2,82.40,0,0,1,0,38.2,0
Switzerland,0,0,93.7,0,2,4,99.9,1,0,0,3,1,1,"4,939",0,1,1,1,1,0,0,1,1,0.0,1,1,2,1,1,1,1,"82,546",1,82.90,2,1,4,3,0,1,0,0,1,2,0,0,0,0,1,1,0,100.0,2,1,1,3,4,0,0.94,1,1,0,1,0,0,0.0,7,0,0.9,0,1,1,1,2,1,1,0,1,80.1,0,0,73.8,1,4,3.6,1,2,4,1,1,1,0.8,0,0,0,0,2,0,2,0,100.0,99.9,9.0,1,0,"2,325.7",1,1,2,130.0,1,1,4,34,1,5,1,1,1,0,0,1,1,0,424.8,470,1,95,0,1,4,0.8,705,0,1,1,1,0,0.9607,1,"1,823.0",85,4,95.60,0,0,1,1,8.5,1
United Arab Emirates,0,1,94.8,0,2,2,90.0,1,0,0,4,0,1,"1,845",0,0,0,1,1,0,0,0,1,0.2,1,1,2,1,0,1,1,"43,402",1,77.26,2,1,2,4,0,0,1,0,0,2,0,0,0,0,1,1,1,99.9,2,1,1,0,4,1,0.15,1,1,0,0,0,1,0.0,1,0,0.9,0,1,1,0,1,0,0,0,1,69.2,0,0,86.2,0,4,3.2,0,1,3,1,1,0,0.9,0,0,0,0,2,0,0,0,99.6,100.0,2.8,0,0,472.7,0,1,2,130.0,1,1,4,12,1,0,0,1,0,1,0,1,1,0,155.8,120,1,99,0,1,3,0.7,414,0,0,0,1,1,0.7679,0,306.1,70,3,70.30,0,0,1,0,9.5,0
